technology_effects_junction_tables
0
technology	effect	effect_scope	value
tech_dlc08_nor_marauders_06	wh_dlc08_effect_tech_charge_speed_increase_marauder_chariots_cavalry	faction_to_force_own_unseen	10
tech_dlc08_nor_marauders_06	wh_dlc08_effect_tech_movement_speed_increase_marauder_chariots_cavalry	faction_to_force_own_unseen	10
tech_dlc08_nor_marauders_07	wh_dlc08_effect_tech_melee_attack_increase_marauders	faction_to_force_own_unseen	5
tech_dlc08_nor_marauders_07	wh_dlc08_effect_tech_melee_defence_increase_marauders	faction_to_force_own_unseen	5
tech_dlc08_nor_nw_01	wh_dlc08_effect_campaign_sacking_income_new_world_factions	faction_to_faction_own_unseen	50
tech_dlc08_nor_nw_01	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1
tech_dlc08_nor_nw_02	wh2_main_effect_force_unit_stat_morale_melee_defense_versus_dark_elves	faction_to_force_own_unseen	5
tech_dlc08_nor_nw_02	wh_dlc08_effect_force_ward_save_missile_fighting_dark_elves	faction_to_force_own_unseen	10
tech_dlc08_nor_nw_02	wh_dlc08_effect_tech_xp_gain_increase_dark_elves	faction_to_force_own_unseen	100
tech_dlc08_nor_nw_03	wh_dlc08_effect_agent_cap_increase_dignitary_fimir_balefiend	faction_to_faction_own_unseen	2
tech_dlc08_nor_nw_03	wh_dlc08_effect_grant_immortality_hero	faction_to_character_own_unseen_heroes_only	1
tech_dlc08_nor_nw_03	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own_unseen	50
tech_dlc08_nor_nw_04	wh2_main_effect_force_unit_stat_morale_melee_attack_versus_high_elves	faction_to_force_own_unseen	5
tech_dlc08_nor_nw_04	wh_dlc08_effect_tech_magic_resistance_against_high_elves	faction_to_force_own_unseen	15
tech_dlc08_nor_nw_04	wh_dlc08_effect_tech_xp_gain_increase_high_elves	faction_to_force_own_unseen	100
tech_dlc08_nor_nw_05	wh_dlc03_effect_force_army_battle_missile_damage	faction_to_force_own_unseen	15
tech_dlc08_nor_nw_05	wh_main_effect_agent_action_cost_mod	faction_to_character_own_unseen	-50
tech_dlc08_nor_nw_05	wh_main_effect_agent_action_success_chance	faction_to_character_own_unseen	25
tech_dlc08_nor_nw_06	wh_dlc08_effect_bonus_morale_fighting_against_lizardmen	faction_to_force_own_unseen	10
tech_dlc08_nor_nw_06	wh_dlc08_effect_skill_post_battle_loot_mod	faction_to_character_own_unseen	10
tech_dlc08_nor_nw_06	wh_dlc08_effect_tech_stat_mod_bonus_v_large_fighting_lizardmen	faction_to_force_own_unseen	3
tech_dlc08_nor_nw_07	wh_dlc08_effect_tech_army_battle_infantry_physical_resistance_all	faction_to_force_own_unseen	10
tech_dlc08_nor_nw_07	wh_dlc08_effect_upkeep_reduction_all_norscan_beasts	faction_to_force_own_unseen	-10
tech_dlc08_nor_nw_07	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	5
tech_dlc08_nor_nw_07	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own_unseen	5
tech_dlc08_nor_nw_08	wh_dlc08_effect_charge_bonus_vs_skaven_norscan_wolves	faction_to_force_own_unseen	10
tech_dlc08_nor_nw_08	wh_dlc08_effect_tech_stat_mod_bonus_v_small_fighting_skaven	faction_to_force_own_unseen	2
tech_dlc08_nor_nw_08	wh_dlc08_effect_tech_xp_gain_increase_skaven	faction_to_force_own_unseen	100
tech_dlc08_nor_nw_09	wh_main_effect_agent_movement_range_mod	faction_to_character_own_unseen	20
tech_dlc08_nor_nw_09	wh_main_effect_force_army_campaign_recruitment_cost_land	faction_to_force_own_unseen	-35
tech_dlc08_nor_nw_09	wh_main_effect_religion_conversion_chaos_technologies	faction_to_faction_own	1
tech_dlc08_nor_nw_10	wh2_dlc09_effect_force_army_campaign_attrition_desert_immunity	faction_to_force_own	1
tech_dlc08_nor_nw_10	wh_dlc08_effect_tech_general_aura_mod_fighting_tomb_kings	faction_to_force_own_unseen	50
tech_dlc08_nor_nw_10	wh_dlc08_effect_tech_melee_damage_increase_vs_tomb_kings	faction_to_force_own_unseen	10
tech_dlc08_nor_nw_11	wh2_dlc09_effect_force_army_campaign_attrition_sandstorm_immunity	faction_to_force_own	1
tech_dlc08_nor_nw_11	wh_dlc05_effect_unit_stat_mod_ward_save_fire	faction_to_force_own_unseen	15
tech_dlc08_nor_nw_11	wh_dlc08_effect_grant_immortality_lord	faction_to_character_own_unseen_lords_only	1
tech_dlc08_nor_nw_20	wh_dlc07_effect_campaign_attrition_vampiric_attrition_casualties	faction_to_force_own_unseen	-25
tech_dlc08_nor_nw_20	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	20
tech_dlc08_nor_nw_20	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own_unseen	20
tech_dlc08_nor_nw_21	wh_dlc08_effect_tech_all_campaign_post_battle_loot_mod	faction_to_character_own_unseen	20
tech_dlc08_nor_nw_21	wh_main_effect_force_army_campaign_siege_attack_holdout_time	faction_to_character_own_unseen	-3
tech_dlc08_nor_nw_21	wh_main_effect_force_unit_stat_melee_damage	faction_to_force_own_unseen	15
tech_dlc08_nor_other_01	wh_dlc08_effect_tech_battle_morale_increase_marauders	faction_to_force_own_unseen	5
tech_dlc08_nor_other_02	wh_dlc08_effect_attrition_immunity_high_seas	faction_to_force_own	1
tech_dlc08_nor_other_02	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own_unseen	10
tech_dlc08_nor_other_03	wh_main_effect_agent_movement_range_mod	faction_to_character_own_unseen	10
tech_dlc08_nor_other_04	wh_dlc08_effect_tech_army_battle_infantry_fatigue_resistance	faction_to_force_own_unseen	-15
tech_dlc08_nor_other_05	wh_dlc08_effect_tech_all_campaign_post_battle_loot_mod	faction_to_character_own_unseen	10
tech_dlc08_nor_other_05	wh_dlc08_effect_tech_unit_xp_levels_marauders	faction_to_character_own_unseen	2
tech_dlc08_nor_other_06	wh_dlc08_effect_campaign_sacking_income_brets_tilea_dwarfs	faction_to_faction_own_unseen	50
tech_dlc08_nor_other_06	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1
tech_dlc08_nor_other_07	wh_dlc03_effect_bonus_morale_fighting_against_bretonnia	faction_to_force_own_unseen	5
tech_dlc08_nor_other_07	wh_dlc08_effect_tech_stat_mod_bonus_v_large_fighting_bretonnia	faction_to_force_own_unseen	3
tech_dlc08_nor_other_07	wh_dlc08_effect_tech_xp_gain_increase_bretonnia	faction_to_force_own_unseen	100
tech_dlc08_nor_other_08	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	500
tech_dlc08_nor_other_08	wh_main_effect_force_army_battle_cavalry_charge_bonus	faction_to_force_own_unseen	15
tech_dlc08_nor_other_08	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	25
tech_dlc08_nor_other_09	wh_dlc08_effect_force_ward_save_missile_fighting_tilea	faction_to_force_own_unseen	10
tech_dlc08_nor_other_09	wh_dlc08_effect_tech_unit_stat_morale_versus_tilea	faction_to_force_own_unseen	5
tech_dlc08_nor_other_09	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_character_own_unseen	10
tech_dlc08_nor_other_10	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own_unseen	-15
tech_dlc08_nor_other_10	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	2
tech_dlc08_nor_other_10	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	10
tech_dlc08_nor_other_11	wh2_main_effect_character_stat_mod_melee_damage_versus_dwarfs	faction_to_force_own_unseen	10
tech_dlc08_nor_other_11	wh_main_effect_force_army_battle_cavalry_fatigue_resistance	faction_to_force_own_unseen	-15
tech_dlc08_nor_other_11	wh_main_effect_force_unit_stat_morale_during_subterranean	faction_to_force_own_unseen	10
tech_dlc08_nor_other_12	wh_main_effect_building_construction_cost_mod	faction_to_region_own_unseen	-25
tech_dlc08_nor_other_12	wh_main_effect_building_construction_time_mod_settlement	faction_to_region_own_unseen	-1
tech_dlc08_nor_other_12	wh_main_effect_economy_gdp_mod_all	faction_to_region_own_unseen	50
tech_dlc08_nor_other_13	wh_dlc08_effect_campaign_sacking_income_empire_vamps_greenskins	faction_to_faction_own_unseen	50
tech_dlc08_nor_other_13	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1
tech_dlc08_nor_other_14	wh_dlc08_effect_tech_general_aura_mod_fighting_empire	faction_to_force_own_unseen	50
tech_dlc08_nor_other_14	wh_dlc08_effect_tech_unit_stat_melee_attack_versus_empire	faction_to_force_own_unseen	5
tech_dlc08_nor_other_14	wh_dlc08_effect_tech_upkeep_reduction_marauders	faction_to_force_own_unseen	-10
tech_dlc08_nor_other_15	wh_main_effect_character_stat_mod_ward_save_magic	faction_to_force_own_unseen	10
tech_dlc08_nor_other_15	wh_main_effect_force_army_campaign_siege_attack_holdout_time	faction_to_character_own_unseen	-3
tech_dlc08_nor_other_15	wh_main_effect_force_unit_stat_melee_damage	faction_to_force_own_unseen	25
tech_dlc08_nor_other_16	wh_dlc07_effect_campaign_attrition_vampiric_attrition_casualties	faction_to_force_own_unseen	-25
tech_dlc08_nor_other_16	wh_dlc08_effect_tech_unit_stat_melee_defence_versus_vampires	faction_to_force_own_unseen	5
tech_dlc08_nor_other_16	wh_dlc08_effect_tech_xp_gain_increase_vampires	faction_to_force_own_unseen	100
tech_dlc08_nor_other_17	wh_dlc08_effect_skill_agent_cap_increase_champion_skin_wolf_werekin	faction_to_faction_own_unseen	2
tech_dlc08_nor_other_17	wh_main_effect_agent_action_outcome_target_defence_success_chance_enemy	faction_to_character_own_unseen	-20
tech_dlc08_nor_other_17	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	20
tech_dlc08_nor_other_18	wh_dlc07_effect_attrition_immunity_badlands	faction_to_force_own	1
tech_dlc08_nor_other_18	wh_dlc08_effect_tech_army_battle_infantry_physical_resistance	faction_to_force_own_unseen	10
tech_dlc08_nor_other_18	wh_dlc08_effect_tech_range_attack_stat_morale_versus_greenskins	faction_to_force_own_unseen	15
tech_dlc08_nor_other_19	wh_dlc08_effect_tech_all_campaign_post_battle_loot_mod	faction_to_character_own_unseen	50
tech_dlc08_nor_other_19	wh_dlc08_technology_effect_attrition_immunity_all_norscans	faction_to_force_own	1
tech_dlc08_nor_other_19	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	faction_to_force_own	20
tech_dlc09_tmb_campaign_bonus_1_1	wh2_dlc09_effect_ammunition_tmb_chariots	faction_to_force_own_unseen	15
tech_dlc09_tmb_campaign_bonus_1_1	wh2_dlc09_effect_reload_tmb_chariots	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_1_1	wh2_dlc09_effect_tech_charge_speed_increase_tmb_nehekhara_warriors_chariots	faction_to_force_own_unseen	8
tech_dlc09_tmb_campaign_bonus_1_2	wh2_dlc09_effect_tech_melee_attack_increase_tmb_nehekhara_warriors_chariots	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_1_2	wh2_dlc09_effect_tech_melee_defence_increase_tmb_nehekhara_warriors_chariots	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_1_3	wh2_dlc09_effect_tech_armour_increase_tmb_nehekhara_warriors_chariots	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_1_3	wh2_dlc09_effect_tech_melee_damage_increase_tmb_nehekhara_warriors_chariots	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_2_1	wh2_dlc09_effect_tech_ammunition_increase_tmb_skeleton_archers_horsemen	faction_to_force_own_unseen	15
tech_dlc09_tmb_campaign_bonus_2_1	wh2_dlc09_effect_tech_charge_speed_increase_tmb_horsemen	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_2_1	wh2_dlc09_effect_tech_missile_rate_of_fire_increase_tmb_archers_horsemen	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_2_2	wh2_dlc09_effect_tech_melee_attack_increase_tmb_horsemen	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_2_2	wh2_dlc09_effect_tech_melee_defence_increase_tmb_horsemen	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_2_3	wh2_dlc09_effect_tech_armour_increase_tmb_skeleton_archers_horsemen	faction_to_force_own_unseen	15
tech_dlc09_tmb_campaign_bonus_2_3	wh2_dlc09_effect_tech_melee_attack_increase_tmb_bone_giant	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_2_3	wh2_dlc09_effect_tech_missile_damage_increase_tmb_skeleton_archers_horsemen	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_2_3	wh2_dlc09_effect_tech_ward_save_tmb_bone_giant	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_3_1	wh2_dlc09_effect_army_battle_ap_damage_carrion	faction_to_force_own_unseen	2
tech_dlc09_tmb_campaign_bonus_3_1	wh2_dlc09_effect_tech_charge_speed_increase_tmb_carrion	faction_to_force_own_unseen	8
tech_dlc09_tmb_campaign_bonus_3_1	wh2_dlc09_effect_tech_melee_defence_increase_tmb_carrion	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_3_2	wh2_dlc09_effect_force_army_battle_movement_speed_tmb_scorpions	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_3_2	wh2_dlc09_effect_tech_melee_attack_increase_tmb_scorpions	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_3_2	wh2_dlc09_effect_tech_melee_defence_increase_tmb_scorpions	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_3_3	wh2_dlc09_effect_tech_armour_increase_tmb_stalkers	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_3_3	wh2_dlc09_effect_tech_melee_defence_increase_tmb_stalkers	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_3_3	wh2_main_effect_tech_melee_attack_increase_tmb_stalkers	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_4_1	wh2_dlc09_effect_melee_attack_tmb_characters	faction_to_force_own_unseen	3
tech_dlc09_tmb_campaign_bonus_4_1	wh2_dlc09_effect_melee_defence_tmb_characters	faction_to_force_own_unseen	3
tech_dlc09_tmb_campaign_bonus_4_1	wh2_dlc09_effect_tech_melee_attack_increase_tmb_tomb_guard	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_4_1	wh2_dlc09_effect_tech_melee_defence_increase_tmb_tomb_guard	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_4_2	wh2_dlc09_effect_tech_melee_defence_increase_tmb_hierotitan	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_4_2	wh2_main_effect_tech_melee_attack_increase_tmb_hierotitan	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_4_2	wh2_main_effect_tech_ward_save_all_tmb_hierotitan	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_4_3	wh2_dlc09_effect_tech_armour_increase_tmb_tombguard_hierotitan	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_4_3	wh2_dlc09_effect_tech_melee_damage_increase_tmb_tombguard_hierotitans	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_5_1	wh2_dlc09_effect_tech_ammunition_increase_tmb_skull_catapult_casket	faction_to_force_own_unseen	20
tech_dlc09_tmb_campaign_bonus_5_1	wh2_dlc09_effect_tech_missile_rate_of_fire_increase_tmb_skull_catapult_casket	faction_to_force_own_unseen	15
tech_dlc09_tmb_campaign_bonus_5_2	wh2_dlc09_effect_tech_melee_attack_increase_tmb_necropolis_knights	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_5_2	wh2_dlc09_effect_tech_melee_defence_increase_tmb_necropolis_knights	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_5_3	wh2_dlc09_effect_tech_armour_increase_tmb_necropolis_knights	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_5_3	wh2_dlc09_effect_tech_melee_damage_increase_tmb_necropolis_knights	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_5_3	wh2_dlc09_effect_tech_missile_damage_increase_tmb_skull_catapult_casket	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_6_1	wh2_dlc09_effect_tech_melee_attack_increase_tmb_ushabti	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_6_1	wh2_dlc09_effect_tech_melee_defence_increase_tmb_ushabti	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_6_1	wh2_dlc09_effect_tech_missile_rate_of_fire_increase_tmb_ushabti	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_6_1	wh2_dlc09_effect_weapon_damage_tmb_ushabti	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_6_2	wh2_dlc09_effect_melee_attack_tmb_warsphinx	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_6_2	wh2_dlc09_effect_tech_armour_increase_tmb_necrosphinx	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_6_2	wh2_dlc09_effect_tech_melee_defence_increase_tmb_necrosphinx	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_6_3	wh2_dlc09_effect_tech_armour_increase_tmb_warsphinx	faction_to_force_own_unseen	10
tech_dlc09_tmb_campaign_bonus_6_3	wh2_dlc09_effect_tech_melee_defence_increase_tmb_warsphinx	faction_to_force_own_unseen	5
tech_dlc09_tmb_campaign_bonus_6_3	wh2_dlc09_effect_tech_missile_damage_increase_tmb_warsphinx	faction_to_force_own_unseen	15
tech_dlc09_tmb_dynasty_1	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc09_tmb_dynasty_1	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30
tech_dlc09_tmb_dynasty_2	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc09_tmb_dynasty_2	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30
tech_dlc09_tmb_dynasty_3	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc09_tmb_dynasty_3	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30
tech_dlc09_tmb_dynasty_4	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc09_tmb_dynasty_4	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30
tech_dlc09_tmb_dynasty_5	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc09_tmb_dynasty_5	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30
tech_dlc09_tmb_dynasty_6	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc09_tmb_dynasty_6	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30
tech_dlc09_tmb_extra_army_1	wh2_dlc09_effect_tomb_king_herald_1	faction_to_faction_own_unseen	1
tech_dlc09_tmb_extra_army_2	wh2_dlc09_effect_tomb_king_herald_2	faction_to_faction_own_unseen	1
tech_dlc09_tmb_extra_army_3	wh2_dlc09_effect_tomb_king_herald_3	faction_to_faction_own_unseen	1
tech_dlc09_tmb_extra_army_4	wh2_dlc09_effect_tomb_king_herald_4	faction_to_faction_own_unseen	1
tech_dlc09_tmb_extra_army_5	wh2_dlc09_effect_tomb_king_herald_5	faction_to_faction_own_unseen	1
tech_dlc09_tmb_extra_army_6	wh2_dlc09_effect_tomb_king_herald_6	faction_to_faction_own_unseen	1
tech_dlc09_tmb_extra_army_7	wh2_dlc09_effect_tomb_king_herald_7	faction_to_faction_own_unseen	1
tech_dlc09_tmb_faction_target_1	wh2_dlc09_effect_building_construction_cost_mod_tmb_infantry_chariot	faction_to_region_own_unseen	-10
tech_dlc09_tmb_faction_target_1	wh_main_effect_agent_movement_range_mod	faction_to_character_own_unseen	10
tech_dlc09_tmb_faction_target_1	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	5
tech_dlc09_tmb_faction_target_2	wh2_dlc09_effect_building_construction_cost_mod_tmb_cavalry	faction_to_region_own_unseen	-10
tech_dlc09_tmb_faction_target_2	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_character_own_unseen	10
tech_dlc09_tmb_faction_target_2	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	10
tech_dlc09_tmb_faction_target_3	wh_main_effect_building_construction_cost_mod_settlement	faction_to_region_own_unseen	-10
tech_dlc09_tmb_faction_target_3	wh_main_effect_public_order_tech	faction_to_province_own_unseen	2
tech_dlc09_tmb_faction_target_3	wh_main_effect_technology_economy_gdp_mod_subsistence_dwarfs	faction_to_region_own_unseen	10
tech_dlc09_tmb_faction_target_4	wh2_dlc09_effect_building_construction_cost_mod_tmb_defence_estate_citadel	faction_to_region_own_unseen	-10
tech_dlc09_tmb_faction_target_4	wh2_main_effect_force_all_campaign_sacking_income	faction_to_faction_own_unseen	10
tech_dlc09_tmb_faction_target_4	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own_unseen	10
tech_dlc09_tmb_faction_target_5	wh2_dlc09_effect_building_construction_cost_mod_tmb_income_growth_public_order	faction_to_region_own_unseen	-10
tech_dlc09_tmb_faction_target_5	wh2_dlc09_effect_economy_gdp_mod_culture_tmb	faction_to_region_own_unseen	5
tech_dlc09_tmb_faction_target_5	wh_main_effect_force_all_campaign_experience_base_all	faction_to_character_own_unseen	1
tech_dlc09_tmb_faction_target_6	wh2_dlc09_effect_building_construction_cost_mod_constructs	faction_to_region_own_unseen	-10
tech_dlc09_tmb_faction_target_6	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	faction_to_force_own	5
tech_dlc09_tmb_faction_target_6	wh_main_effect_unit_recruitment_points	faction_to_province_own	1
tech_dlc09_tmb_legions_of_legend	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc09_tmb_legions_of_legend	wh_dlc05_effect_global_recruitment_duration_all	faction_to_faction_own_unseen	-1
tech_dlc09_tmb_legions_of_legend	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	3
tech_dlc09_tmb_liche_priest_1	wh2_dlc09_effect_agent_cap_increase_tmb_liche_priest	faction_to_faction_own_unseen	1
tech_dlc09_tmb_liche_priest_1	wh2_dlc09_effect_agent_enable_recruitment_wizard_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_liche_priest_2	wh2_dlc09_effect_agent_cap_increase_tmb_liche_priest	faction_to_faction_own_unseen	1
tech_dlc09_tmb_liche_priest_2	wh2_dlc09_effect_agent_enable_recruitment_wizard_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_liche_priest_3	wh2_dlc09_effect_agent_cap_increase_tmb_liche_priest	faction_to_faction_own_unseen	1
tech_dlc09_tmb_liche_priest_3	wh2_dlc09_effect_agent_enable_recruitment_wizard_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_liche_priest_4	wh2_dlc09_effect_agent_cap_increase_tmb_liche_priest	faction_to_faction_own_unseen	1
tech_dlc09_tmb_liche_priest_4	wh2_dlc09_effect_agent_enable_recruitment_wizard_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_liche_priest_5	wh2_dlc09_effect_agent_cap_increase_tmb_liche_priest	faction_to_faction_own_unseen	1
tech_dlc09_tmb_liche_priest_5	wh2_dlc09_effect_agent_enable_recruitment_wizard_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_liche_priest_6	wh2_dlc09_effect_agent_cap_increase_tmb_liche_priest	faction_to_faction_own_unseen	1
tech_dlc09_tmb_liche_priest_6	wh2_dlc09_effect_agent_enable_recruitment_wizard_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_necrotect_1	wh2_dlc09_effect_agent_cap_increase_tmb_necrotect	faction_to_faction_own_unseen	1
tech_dlc09_tmb_necrotect_1	wh2_dlc09_effect_agent_enable_recruitment_engineer_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_necrotect_2	wh2_dlc09_effect_agent_cap_increase_tmb_necrotect	faction_to_faction_own_unseen	1
tech_dlc09_tmb_necrotect_2	wh2_dlc09_effect_agent_enable_recruitment_engineer_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_necrotect_3	wh2_dlc09_effect_agent_cap_increase_tmb_necrotect	faction_to_faction_own_unseen	1
tech_dlc09_tmb_necrotect_3	wh2_dlc09_effect_agent_enable_recruitment_engineer_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_necrotect_4	wh2_dlc09_effect_agent_cap_increase_tmb_necrotect	faction_to_faction_own_unseen	1
tech_dlc09_tmb_necrotect_4	wh2_dlc09_effect_agent_enable_recruitment_engineer_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_necrotect_5	wh2_dlc09_effect_agent_cap_increase_tmb_necrotect	faction_to_faction_own_unseen	1
tech_dlc09_tmb_necrotect_5	wh2_dlc09_effect_agent_enable_recruitment_engineer_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_necrotect_6	wh2_dlc09_effect_agent_cap_increase_tmb_necrotect	faction_to_faction_own_unseen	1
tech_dlc09_tmb_necrotect_6	wh2_dlc09_effect_agent_enable_recruitment_engineer_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_tomb_king_1	wh2_dlc09_effect_tomb_king_unlock_1	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_king_2	wh2_dlc09_effect_tomb_king_unlock_2	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_king_3	wh2_dlc09_effect_tomb_king_unlock_3	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_king_4	wh2_dlc09_effect_tomb_king_unlock_4	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_king_5	wh2_dlc09_effect_tomb_king_unlock_5	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_king_6	wh2_dlc09_effect_tomb_king_unlock_6	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_prince_1	wh2_dlc09_effect_agent_cap_increase_tmb_tomb_prince	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_prince_1	wh2_dlc09_effect_agent_enable_recruitment_champion_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_tomb_prince_2	wh2_dlc09_effect_agent_cap_increase_tmb_tomb_prince	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_prince_2	wh2_dlc09_effect_agent_enable_recruitment_champion_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_tomb_prince_3	wh2_dlc09_effect_agent_cap_increase_tmb_tomb_prince	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_prince_3	wh2_dlc09_effect_agent_enable_recruitment_champion_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_tomb_prince_4	wh2_dlc09_effect_agent_cap_increase_tmb_tomb_prince	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_prince_4	wh2_dlc09_effect_agent_enable_recruitment_champion_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc09_tmb_tomb_prince_5	wh2_dlc09_effect_agent_cap_increase_tmb_tomb_prince	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_prince_5	wh2_dlc09_effect_agent_enable_recruitment_champion_tmb_hidden	faction_to_province_own_unseen	1
