special_ability_to_special_ability_phase_junctions_tables
1
order	phase	special_ability
1	wh_dlc01_weapon_abilities_the_slayer_of_kings	wh_dlc01_weapon_abilities_the_slayer_of_kings
1	wh_dlc01_weapon_passive_auric_armour	wh_dlc01_weapon_passive_auric_armour
1	wh_dlc02_unit_passive_the_flag_of_blood_keep	wh_dlc02_unit_passive_the_flag_of_blood_keep
1	wh_dlc03_banner_passive_manbane_standard	wh_dlc03_banner_passive_manbane_standard
1	wh_dlc03_banner_passive_slug_skin	wh_dlc03_banner_passive_slug_skin
1	wh_dlc03_banner_passive_totem_of_rust	wh_dlc03_banner_passive_totem_of_rust
1	wh_dlc03_character_abilities_apocalyptic_vision	wh_dlc03_character_abilities_apocalyptic_vision
1	wh_main_character_abilities_blood_lust	wh_dlc03_character_abilities_blood_lust
1	wh_dlc03_character_abilities_call_of_violence	wh_dlc03_character_abilities_call_of_violence
1	wh_main_character_abilities_deadly_onslaught	wh_dlc03_character_abilities_deadly_onslaught
1	wh_main_character_abilities_foe_seeker	wh_dlc03_character_abilities_foe_seeker
1	wh_dlc03_hero_passive_something_wicked_this_way_comes	wh_dlc03_hero_passive_something_wicked_this_way_comes
1	wh_dlc03_hero_passive_strength_of_the_land_i	wh_dlc03_hero_passive_strength_of_the_land_i
1	wh_dlc03_hero_passive_strength_of_the_land_ii	wh_dlc03_hero_passive_strength_of_the_land_ii
1	wh_dlc03_hero_passive_strength_of_the_land_iii	wh_dlc03_hero_passive_strength_of_the_land_iii
1	wh_dlc03_hero_passive_strength_of_the_land_iv	wh_dlc03_hero_passive_strength_of_the_land_iv
1	wh_dlc03_hero_passive_the_unrelenting_warherd_i	wh_dlc03_hero_passive_the_unrelenting_warherd_i
1	wh_dlc03_hero_passive_the_unrelenting_warherd_ii	wh_dlc03_hero_passive_the_unrelenting_warherd_ii
1	wh_dlc03_hero_passive_the_unrelenting_warherd_iii	wh_dlc03_hero_passive_the_unrelenting_warherd_iii
1	wh_dlc03_hero_passive_the_unrelenting_warherd_iv	wh_dlc03_hero_passive_the_unrelenting_warherd_iv
1	wh_dlc03_hero_passive_unholy_power	wh_dlc03_hero_passive_unholy_power
1	wh_dlc03_item_abilities_chalice_of_dark_rain	wh_dlc03_item_abilities_chalice_of_dark_rain
1	wh_dlc03_item_abilities_hagtree_fetish	wh_dlc03_item_abilities_hagtree_fetish
1	wh_dlc03_item_abilities_horn_of_the_first_beast	wh_dlc03_item_abilities_horn_of_the_first_beast
1	wh_dlc03_item_abilities_jagged_dagger	wh_dlc03_item_abilities_jagged_dagger
1	wh_dlc03_item_abilities_skull_of_rarkos	wh_dlc03_item_abilities_skull_of_rarkos
1	wh_dlc03_item_passive_banner_of_the_fallen_king	wh_dlc03_item_passive_banner_of_the_fallen_kings
1	wh_dlc03_item_passive_blackened_plate	wh_dlc03_item_passive_blackened_plate
1	wh_dlc03_item_passive_icon_of_vilification	wh_dlc03_item_passive_icon_of_vilification
1	wh_dlc03_item_passive_shard_of_the_herdstone	wh_dlc03_item_passive_shard_of_the_herdstone
1	wh_dlc03_item_passive_the_dark_mail	wh_dlc03_item_passive_the_dark_mail
1	wh_dlc03_item_passive_trollhide	wh_dlc03_item_passive_trollhide
1	wh_dlc03_lord_passive_crush_the_weak	wh_dlc03_lord_passive_crush_the_weak
1	wh_dlc03_lore_passive_bestial_surge	wh_dlc03_lore_passive_bestial_surge
1	wh_dlc03_lore_passive_wild_heart	wh_dlc03_lore_passive_wild_heart
1	wh_dlc03_quest_passive_poisoning	wh_dlc03_quest_passive_poisoning
1	wh_dlc03_spell_beasts_flock_of_doom	wh_dlc03_spell_beasts_flock_of_doom
1	wh_dlc03_spell_beasts_flock_of_doom_upgraded	wh_dlc03_spell_beasts_flock_of_doom_upgraded
1	wh_dlc03_spell_beasts_panns_impenetrable_pelt	wh_dlc03_spell_beasts_panns_impenetrable_pelt
1	wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded	wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded
1	wh_dlc03_spell_beasts_the_curse_of_anraheir	wh_dlc03_spell_beasts_the_curse_of_anraheir
1	wh_dlc03_spell_beasts_the_curse_of_anraheir	wh_dlc03_spell_beasts_the_curse_of_anraheir_upgraded
1	wh_dlc03_spell_beasts_wyssans_wildform	wh_dlc03_spell_beasts_wyssans_wildform
1	wh_dlc03_spell_beasts_wyssans_wildform	wh_dlc03_spell_beasts_wyssans_wildform_upgraded
1	wh_dlc03_spell_wild_devolve	wh_dlc03_spell_wild_devolve
1	wh_dlc03_spell_wild_devolve_upgraded	wh_dlc03_spell_wild_devolve_upgraded
1	wh_dlc03_spell_wild_mantle_of_ghorok	wh_dlc03_spell_wild_mantle_of_ghorok
1	wh_dlc03_spell_wild_traitor_kin	wh_dlc03_spell_wild_traitor_kin
1	wh_dlc03_spell_wild_traitor_kin_upgraded	wh_dlc03_spell_wild_traitor_kin_upgraded
1	wh_dlc03_unit_abilities_slaughterers_call	wh_dlc03_unit_abilities_slaughterers_call
1	wh_dlc03_unit_passive_bloodgreed	wh_dlc03_unit_passive_bloodgreed
1	wh_dlc03_unit_passive_drunken	wh_dlc03_unit_passive_drunken
1	wh_dlc03_unit_passive_primal_fury	wh_dlc03_unit_passive_primal_fury
1	wh_dlc03_unit_passive_soul_eater	wh_dlc03_unit_passive_soul_eater
1	wh_dlc03_unit_passive_unbinding_chaos_spawn	wh_dlc03_unit_passive_unbinding_chaos_spawn
2	wh_main_unit_passive_unbinding_weak_large	wh_dlc03_unit_passive_unbinding_chaos_spawn
3	wh_main_unit_passive_unbinding_critical_large	wh_dlc03_unit_passive_unbinding_chaos_spawn
1	wh_dlc03_unit_passive_unbinding_cygor	wh_dlc03_unit_passive_unbinding_cygor
2	wh_main_unit_passive_unbinding_weak_large	wh_dlc03_unit_passive_unbinding_cygor
3	wh_main_unit_passive_unbinding_critical_large	wh_dlc03_unit_passive_unbinding_cygor
1	wh_dlc03_unit_passive_unbinding_giant	wh_dlc03_unit_passive_unbinding_giant
2	wh_main_unit_passive_unbinding_weak_large	wh_dlc03_unit_passive_unbinding_giant
3	wh_main_unit_passive_unbinding_critical_large	wh_dlc03_unit_passive_unbinding_giant
1	wh_dlc03_unit_passive_unbinding_manticore	wh_dlc03_unit_passive_unbinding_manticore
2	wh_main_unit_passive_unbinding_weak_manticore	wh_dlc03_unit_passive_unbinding_manticore
3	wh_main_unit_passive_unbinding_critical_manticore	wh_dlc03_unit_passive_unbinding_manticore
1	wh_dlc03_weapon_abilities_axe_of_men	wh_dlc03_weapon_abilities_axe_of_men
1	wh_dlc03_weapon_abilities_scourge	wh_dlc03_weapon_abilities_scourge
1	wh_dlc03_weapon_passive_everbleed	wh_dlc03_weapon_passive_everbleed
1	wh_dlc03_weapon_passive_mangelder	wh_dlc03_weapon_passive_mangelder
1	wh_dlc03_weapon_passive_the_brass_cleaver	wh_dlc03_weapon_passive_the_brass_cleaver
1	wh_dlc03_weapon_passive_the_middenland_runefang	wh_dlc03_weapon_passive_the_middenland_runefang
1	wh_dlc04_hero_passive_divine_power	wh_dlc04_hero_passive_divine_power
1	wh_dlc04_item_abilities_the_carstein_ring	wh_dlc04_item_abilities_the_carstein_ring
1	wh_dlc04_item_abilities_the_liber_noctus	wh_dlc04_item_abilities_the_liber_noctus
1	wh_dlc04_item_passive_jade_griffon	wh_dlc04_item_passive_jade_griffon
1	wh_dlc04_lord_abilities_beguile	wh_dlc04_lord_abilities_beguile
1	wh_dlc04_lord_passive_aura_of_dark_majesty	wh_dlc04_lord_passive_aura_of_dark_majesty
1	wh_dlc04_quest_abilities_servant_of_nagash	wh_dlc04_quest_abilities_servant_of_nagash
1	wh_dlc04_spell_bound_hammer_of_sigmar_upgraded	wh_dlc04_spell_bound_hammer_of_sigmar_upgraded
1	wh_main_spell_light_net_of_amyntok	wh_dlc04_spell_bound_net_of_amyntok
1	wh_dlc04_spell_bound_shield_of_faith_upgraded	wh_dlc04_spell_bound_shield_of_faith_upgraded
1	wh_main_spell_death_doom_and_darkness	wh_dlc04_spell_death_doom_and_darkness_strigoi
1	wh_main_spell_death_soulblight	wh_dlc04_spell_death_soulblight_strigoi
1	wh_main_spell_death_spirit_leech	wh_dlc04_spell_death_spirit_leech_strigoi
1	wh_main_spell_vampires_curse_of_years	wh_dlc04_spell_vampires_curse_of_years_helman
1	wh_main_spell_vampires_invocation_of_nehek	wh_dlc04_spell_vampires_invocation_of_nehek_helman
1	wh_main_spell_vampires_invocation_of_nehek	wh_dlc04_spell_vampires_invocation_of_nehek_strigoi
1	wh_main_spell_vampires_vanhels_danse_macabre	wh_dlc04_spell_vampires_vanhels_danse_macabre_helman
1	wh_dlc04_unit_passive_balefire	wh_dlc04_unit_passive_balefire
1	wh_dlc04_unit_passive_blasphemous_tome	wh_dlc04_unit_passive_blasphemous_tome
1	wh_dlc04_unit_passive_chilling_aura	wh_dlc04_unit_passive_chilling_aura
1	wh_dlc04_unit_passive_strength_of_the_penitent	wh_dlc04_unit_passive_strength_of_the_penitent
1	wh_dlc04_unit_passive_the_reliquary_binding	wh_dlc04_unit_passive_the_reliquary_binding
1	wh_dlc04_unit_passive_the_reliquary_corruption	wh_dlc04_unit_passive_the_reliquary_corruption
1	wh_dlc04_unit_passive_unbinding_crypt_ghouls	wh_dlc04_unit_passive_unbinding_crypt_ghouls
2	wh_main_unit_passive_unbinding_weak	wh_dlc04_unit_passive_unbinding_crypt_ghouls
3	wh_main_unit_passive_unbinding_critical	wh_dlc04_unit_passive_unbinding_crypt_ghouls
1	wh_dlc04_unit_passive_unbinding_crypt_horrors	wh_dlc04_unit_passive_unbinding_crypt_horrors
2	wh_main_unit_passive_unbinding_weak_large	wh_dlc04_unit_passive_unbinding_crypt_horrors
3	wh_main_unit_passive_unbinding_critical_large	wh_dlc04_unit_passive_unbinding_crypt_horrors
1	wh_dlc04_unit_passive_unbinding_grave_guard	wh_dlc04_unit_passive_unbinding_grave_guard
2	wh_main_unit_passive_unbinding_weak	wh_dlc04_unit_passive_unbinding_grave_guard
3	wh_main_unit_passive_unbinding_critical	wh_dlc04_unit_passive_unbinding_grave_guard
1	wh_dlc04_unit_passive_unbinding_wight_king	wh_dlc04_unit_passive_unbinding_wight_king
2	wh_main_unit_passive_unbinding_weak	wh_dlc04_unit_passive_unbinding_wight_king
3	wh_main_unit_passive_unbinding_critical	wh_dlc04_unit_passive_unbinding_wight_king
1	wh_dlc04_unit_passive_unholy_lodestone	wh_dlc04_unit_passive_unholy_lodestone
1	wh_dlc04_unit_passive_vigour_mortis	wh_dlc04_unit_passive_vigour_mortis
1	wh_dlc04_weapon_passive_blood_drinker	wh_dlc04_weapon_passive_blood_drinker
1	wh_dlc05_banner_passive_banner_of_the_eternal_queen	wh_dlc05_banner_passive_banner_of_the_eternal_queen
1	wh_dlc05_banner_passive_banner_of_the_hunter_king	wh_dlc05_banner_passive_banner_of_the_hunter_king
1	wh_dlc05_character_abilities_pray_of_anath_raema	wh_dlc05_character_abilities_prey_of_anath_raema
1	wh_dlc05_hero_passive_blessing_of_the_ancients	wh_dlc05_hero_passive_blessing_of_the_ancients
1	wh_dlc05_hero_passive_hawkish_finesse	wh_dlc05_hero_passive_hawkish_finesse
1	wh_dlc05_hero_passive_hawkish_precision	wh_dlc05_hero_passive_hawkish_precision
1	wh_dlc05_item_abilities_horn_of_the_wild_hunt	wh_dlc05_item_abilities_horn_of_the_wild_hunt
1	wh_dlc05_item_passive_cloak_of_isha	wh_dlc05_item_passive_cloak_of_isha
1	wh_dlc05_lord_abilities_spirit_essence_of_chaos	wh_dlc05_lord_abilities_spirit_essence_of_chaos
1	wh_dlc05_lord_abilities_spirit_essence_of_chaos	wh_dlc05_lord_abilities_spirit_essence_of_eternal_chaos
1	wh_dlc05_lord_passive_call_of_the_woods	wh_dlc05_lord_passive_call_of_the_woods
1	wh_dlc05_lord_passive_howl_of_the_forest	wh_dlc05_lord_passive_howl_of_the_forest
1	wh_dlc05_lord_passive_sight_beyond_sight	wh_dlc05_lord_passive_sight_beyond_sight
1	wh_dlc05_lord_passive_the_eye_of_kurnous	wh_dlc05_lord_passive_the_eye_of_kurnous
1	wh_dlc05_lore_passive_life_bloom	wh_dlc05_lore_passive_life_bloom
1	wh_dlc05_lore_passive_smoke_and_mirrors	wh_dlc05_lore_passive_smoke_and_mirrors
1	wh_dlc05_quest_passive_aura_of_transmutation	wh_dlc05_quest_passive_aura_of_transmutation
1	wh_dlc05_quest_passive_blessed_by_the_mage_queen	wh_dlc05_quest_passive_blessed_by_the_mage_queen
2	wh_dlc05_quest_passive_blessed_by_the_mage_queen_1	wh_dlc05_quest_passive_blessed_by_the_mage_queen
3	wh_dlc05_quest_passive_blessed_by_the_mage_queen_2	wh_dlc05_quest_passive_blessed_by_the_mage_queen
1	wh_dlc05_quest_passive_corruptor_of_the_shadowgave_2	wh_dlc05_quest_passive_corruptor_of_the_shadowgave
1	wh_dlc05_quest_passive_gift_of_slaanesh	wh_dlc05_quest_passive_gift_of_slaanesh
1	wh_dlc05_spell_life_shield_of_thorns	wh_dlc05_spell_bound_shield_of_thorns
1	wh_dlc03_spell_beasts_the_curse_of_anraheir	wh_dlc05_spell_bound_the_curse_of_anraheir
1	wh_dlc05_spell_life_earth_blood	wh_dlc05_spell_life_earth_blood
1	wh_dlc05_spell_life_earth_blood	wh_dlc05_spell_life_earth_blood_branchwraith
1	wh_dlc05_spell_life_earth_blood_upgraded	wh_dlc05_spell_life_earth_blood_upgraded
1	wh_dlc05_spell_life_flesh_to_stone	wh_dlc05_spell_life_flesh_to_stone
1	wh_dlc05_spell_life_flesh_to_stone_upgraded	wh_dlc05_spell_life_flesh_to_stone_upgraded
1	wh_dlc05_spell_life_regrowth	wh_dlc05_spell_life_regrowth
1	wh_dlc05_spell_life_regrowth_upgraded	wh_dlc05_spell_life_regrowth_upgraded
1	wh_dlc05_spell_life_shield_of_thorns	wh_dlc05_spell_life_shield_of_thorns
1	wh_dlc05_spell_life_shield_of_thorns	wh_dlc05_spell_life_shield_of_thorns_branchwraith
1	wh_dlc05_spell_life_shield_of_thorns_upgraded	wh_dlc05_spell_life_shield_of_thorns_upgraded
1	wh_dlc05_spell_shadow_melkoths_mystifying_miasma	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
1	wh_dlc05_spell_shadow_melkoths_mystifying_miasma	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_branchwraith
1	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded
1	wh_dlc05_spell_shadow_okkams_mindrazor	wh_dlc05_spell_shadow_okkams_mindrazor
1	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded
1	wh_dlc05_spell_shadow_the_enfeebling_foe	wh_dlc05_spell_shadow_the_enfeebling_foe
1	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded
1	wh_dlc05_spell_shadow_the_withering	wh_dlc05_spell_shadow_the_withering
1	wh_dlc05_spell_shadow_the_withering	wh_dlc05_spell_shadow_the_withering_branchwraith
1	wh_dlc05_spell_shadow_the_withering_upgraded	wh_dlc05_spell_shadow_the_withering_upgraded
1	wh_dlc05_unit_abilities_storm_of_blades	wh_dlc05_unit_abilities_storm_of_blades
1	wh_dlc05_unit_abilities_the_shadows_coil	wh_dlc05_unit_abilities_the_shadows_coil
1	wh_dlc05_unit_abilities_woven_mist	wh_dlc05_unit_abilities_woven_mist
1	wh_dlc05_unit_passive_guardians_of_the_wildwood	wh_dlc05_unit_passive_guardians_of_the_wildwood
1	wh_dlc05_weapon_abilities_daiths_sword	wh_dlc05_weapon_abilities_daiths_sword
1	wh_dlc05_weapon_abilities_el_syf	wh_dlc05_weapon_abilities_el_syf
1	wh_dlc06_character_abilities_effagee_of_da_git	wh_dlc06_character_abilities_effagee_of_da_git
1	wh_dlc06_item_passive_squiggly_beast	wh_dlc06_item_passive_squiggly_beast
1	wh_dlc06_lord_abilities_mighty_oath_stone	wh_dlc06_lord_abilities_mighty_oath_stone
1	wh_dlc06_lord_abilities_revenge_incarnate	wh_dlc06_lord_abilities_revenge_incarnate
1	wh_dlc06_lord_abilities_spite_of_da_bad_moon	wh_dlc06_lord_abilities_spite_of_da_bad_moon
1	wh_dlc06_lord_abilities_tricksy_traps	wh_dlc06_lord_abilities_tricksy_traps
1	wh_dlc06_lord_passive_locus_of_power	wh_dlc06_lord_passive_locus_of_power
1	wh_dlc06_lord_passive_sneaky_schemes	wh_dlc06_lord_passive_sneaky_schemes
1	wh_dlc06_lord_passive_warpaint_of_wurrzag	wh_dlc06_lord_passive_warpaint_of_wurrzag
1	wh_dlc06_lord_passive_wurrzags_revenge	wh_dlc06_lord_passive_wurrzags_revenge
1	wh_dlc06_quest_abilities_grand_faiths_bastion	wh_dlc06_quest_abilities_grand_faiths_bastion
1	wh_dlc06_quest_passive_inquisitor_of_sigmar	wh_dlc06_quest_passive_inquisitor_of_sigmar
1	wh_dlc06_quest_passive_squigs_go_boom	wh_dlc06_quest_passive_squigs_go_boom
1	wh_dlc06_rune_abilities_master_rune_of_negation	wh_dlc06_rune_abilities_master_rune_of_negation
1	wh_dlc06_rune_abilities_master_rune_of_oath_and_steel	wh_dlc06_rune_abilities_master_rune_of_oath_and_steel
1	wh_dlc06_rune_abilities_master_rune_of_wrath_and_ruin	wh_dlc06_rune_abilities_master_rune_of_wrath_and_ruin
1	wh_dlc06_rune_passive_master_rune_of_slowness	wh_dlc06_rune_passive_master_rune_of_slowness
1	wh_dlc06_rune_passive_rune_of_hearth_and_home	wh_dlc06_rune_passive_rune_of_hearth_and_home
1	wh_dlc06_unit_abilities_marked_by_ulthar	wh_dlc06_unit_abilities_marked_by_ulthar
1	wh_dlc06_unit_abilities_smoke_bomb	wh_dlc06_unit_abilities_smoke_bomb
1	wh_dlc06_unit_passive_liquid_fortification	wh_dlc06_unit_passive_liquid_fortification
1	wh_dlc06_unit_passive_opportunist_murderer	wh_dlc06_unit_passive_opportunist_murderer
1	wh_dlc06_unit_passive_power_of_the_dragonback	wh_dlc06_unit_passive_power_of_the_dragonback
1	wh_dlc06_unit_passive_squigs_go_wild	wh_dlc06_unit_passive_squigs_go_wild
1	wh_dlc06_unit_passive_the_old_grumblers	wh_dlc06_unit_passive_the_old_grumblers
1	wh_dlc06_unit_passive_unbinding_spider_hatchling	wh_dlc06_unit_passive_unbinding_spider_hatchling
2	wh_main_unit_passive_unbinding_weak_large	wh_dlc06_unit_passive_unbinding_spider_hatchling
3	wh_main_unit_passive_unbinding_critical_large	wh_dlc06_unit_passive_unbinding_spider_hatchling
1	wh_dlc06_weapon_passive_bonewoof_staff	wh_dlc06_weapon_passive_bonewood_staff
1	wh_dlc06_weapon_passive_hammer_of_angrund	wh_dlc06_weapon_passive_hammer_of_angrund
1	wh_main_character_abilities_heroic_killing_blow	wh_dlc07_character_abilities_heroic_killing_blow
1	wh_dlc07_hero_abilities_dolorous_blade	wh_dlc07_hero_abilities_dolorous_blade
1	wh_dlc07_hero_passive_precise_control	wh_dlc07_hero_passive_precise_control
1	wh_dlc07_hero_passive_sacred_guardian	wh_dlc07_hero_passive_sacred_guardian
1	wh_dlc07_lord_abilities_favour_of_the_fay	wh_dlc07_lord_abilities_favour_of_the_fay
1	wh_dlc07_lord_abilities_lions_shield	wh_dlc07_lord_abilities_lions_shield
1	wh_dlc07_lord_passive_mist_of_the_lady	wh_dlc07_lord_passive_mist_of_the_lady
1	wh_dlc07_lord_passive_spirit_of_the_tempest	wh_dlc07_lord_passive_spirit_of_the_tempest
1	wh_dlc07_unit_formation_diamond	wh_dlc07_unit_formation_diamond
1	wh_dlc07_unit_formation_flying_wedge	wh_dlc07_unit_formation_flying_wedge
1	wh_dlc07_unit_formation_lance_buffer	wh_dlc07_unit_formation_lance
2	wh_dlc07_unit_formation_lance	wh_dlc07_unit_formation_lance
1	wh_dlc07_unit_passive_icon_of_devotion	wh_dlc07_unit_passive_icon_of_devotion
1	wh_dlc08_character_abilities_hunter_of_champions	wh_dlc08_character_abilities_hunter_of_champions
1	wh_dlc08_hero_passive_frenzied_assault	wh_dlc08_hero_passive_frenzied_assault
1	wh_dlc08_hero_passive_ruinious_flesh	wh_dlc08_hero_passive_ruinous_flesh
1	wh_dlc08_hero_passive_twisted_flesh_i	wh_dlc08_hero_passive_twisted_flesh_i
1	wh_dlc08_hero_passive_twisted_flesh_ii	wh_dlc08_hero_passive_twisted_flesh_ii
1	wh_dlc08_hero_passive_twisted_flesh_iii	wh_dlc08_hero_passive_twisted_flesh_iii
1	wh_dlc08_hero_passive_vicious_assault_i	wh_dlc08_hero_passive_vicious_assault_i
1	wh_dlc08_hero_passive_vicious_assault_ii	wh_dlc08_hero_passive_vicious_assault_ii
1	wh_dlc08_hero_passive_vicious_assault_iii	wh_dlc08_hero_passive_vicious_assault_iii
1	wh_dlc08_item_abilities_terrorgheist_skull	wh_dlc08_item_abilities_terrorgheist_skull
1	wh_dlc08_item_abilities_the_wintertooth_crown	wh_dlc08_item_abilities_the_wintertooth_crown
1	wh_dlc08_item_abilities_vial_of_troll_blood	wh_dlc08_item_abilities_vial_of_troll_blood
1	wh_dlc08_unit_abilities_fight_or_die	wh_dlc08_lord_abilities_fight_or_die
1	wh_dlc08_unit_abilities_seduction_of_the_serpent	wh_dlc08_lord_abilities_seduction_of_the_serpent
1	wh_dlc08_lord_passive_daring_deathblow	wh_dlc08_lord_passive_daring_deathblow
1	wh_dlc08_lord_passive_determined_deathblow	wh_dlc08_lord_passive_determined_deathblow
1	wh_dlc08_unit_abilities_rage_i	wh_dlc08_lord_passive_rage
2	wh_dlc08_unit_abilities_rage_ii	wh_dlc08_lord_passive_rage
3	wh_dlc08_unit_abilities_rage_iii	wh_dlc08_lord_passive_rage
1	wh_dlc08_quest_abilities_soul_binding	wh_dlc08_quest_abilities_soul_binding
1	wh_dlc08_quest_ancient_protector	wh_dlc08_quest_passive_ancient_protector
1	wh_dlc08_quest_passive_exploding_fart	wh_dlc08_quest_passive_exploding_fart
1	wh_dlc08_quest_passive_favoured_by_the_god	wh_dlc08_quest_passive_favoured_by_the_god
1	wh_dlc08_quest_passive_chilling_aura_boss	wh_dlc08_quest_passive_frost_aura
1	wh_dlc08_quest_passive_lightening_down	wh_dlc08_quest_passive_lightening_down
1	wh_dlc08_quest_passive_lightening_down	wh_dlc08_quest_passive_minor_lightening_down
1	wh_main_spell_death_doom_and_darkness	wh_dlc08_spell_bound_death_doom_and_darkness
1	wh_dlc03_spell_beasts_flock_of_doom	wh_dlc08_spell_bound_flock_of_doom
1	wh_main_spell_death_aspect_of_the_dreadknight	wh_dlc08_spell_death_aspect_of_the_dreadknight_arzik
1	wh_main_spell_death_soulblight	wh_dlc08_spell_death_soulblight_arzik
1	wh_main_spell_death_the_fate_of_bjuna	wh_dlc08_spell_death_the_fate_of_bjuna_arzik
1	wh_main_spell_fire_flaming_sword_of_rhuin	wh_dlc08_spell_fire_flaming_sword_of_rhuin_kihar
1	wh_main_spell_metal_final_transmutation	wh_dlc08_spell_metal_final_transmutation_arzik
1	wh_main_spell_metal_plague_of_rust	wh_dlc08_spell_metal_plague_of_rust_kihar
1	wh_main_spell_metal_transmutation_of_lead	wh_dlc08_spell_metal_transmutation_of_lead_kihar
1	wh_dlc08_unit_abilities_giver_of_glory	wh_dlc08_unit_abilities_giver_of_glory
1	wh_dlc08_unit_abilities_berserk_i	wh_dlc08_unit_passive_berserk
2	wh_dlc08_unit_abilities_berserk_ii	wh_dlc08_unit_passive_berserk
3	wh_dlc08_unit_abilities_berserk_iii	wh_dlc08_unit_passive_berserk
1	wh_dlc08_unit_abilities_favour_of_the_ruinous_powers	wh_dlc08_unit_passive_favour_of_the_ruinous_powers
1	wh_dlc08_unit_passive_from_the_mist	wh_dlc08_unit_passive_from_the_mist
1	wh_dlc08_unit_abilities_rage_i	wh_dlc08_unit_passive_rage
2	wh_dlc08_unit_abilities_rage_ii	wh_dlc08_unit_passive_rage
3	wh_dlc08_unit_abilities_rage_iii	wh_dlc08_unit_passive_rage
1	wh_dlc08_weapon_abilities_stinky_giant_club	wh_dlc08_weapon_abilities_stinky_giant_club
1	wh_dlc08_weapon_abilities_sword_of_torgald	wh_dlc08_weapon_abilities_sword_of_torgald
1	wh_dlc08_weapon_passive_flaming_axe_of_cormac	wh_dlc08_weapon_passive_flaming_axe_of_cormac
1	wh2_dlc10_quest_passive_primal_rage_i	wh_dlc15_quest_passive_primal_rage
2	wh2_dlc10_quest_passive_primal_rage_ii	wh_dlc15_quest_passive_primal_rage
3	wh2_dlc10_quest_passive_primal_rage_iii	wh_dlc15_quest_passive_primal_rage
1	wh_dlc15_unit_passive_unbinding_rogue_idol	wh_dlc15_unit_passive_unbinding_rogue_idol
2	wh_main_unit_passive_unbinding_weak_large	wh_dlc15_unit_passive_unbinding_rogue_idol
3	wh_main_unit_passive_unbinding_critical_large	wh_dlc15_unit_passive_unbinding_rogue_idol
1	wh_main_banner_passive_banner_of_eternal_flame	wh_main_banner_passive_banner_of_eternal_flame
1	wh_main_banner_passive_banner_of_lost_holds	wh_main_banner_passive_banner_of_lost_holds
1	wh_main_banner_passive_banner_of_rage	wh_main_banner_passive_banner_of_rage
1	wh_main_banner_passive_gleaming_pennant	wh_main_banner_passive_gleaming_pennant
1	wh_main_banner_passive_griffon_banner	wh_main_banner_passive_griffon_banner
1	wh_main_banner_passive_scarecrow_banner	wh_main_banner_passive_scarecrow_banner
1	wh_main_banner_passive_spider_banner	wh_main_banner_passive_spider_banner
1	wh_main_banner_passive_the_screaming_banner	wh_main_banner_passive_the_screaming_banner
1	wh_main_character_abilities_arcane_conduit	wh_main_character_abilities_arcane_conduit
1	wh_main_character_abilities_blood_lust	wh_main_character_abilities_blood_lust
1	wh_main_character_abilities_deadly_onslaught	wh_main_character_abilities_deadly_onslaught
1	wh_main_character_abilities_foe_seeker	wh_main_character_abilities_foe_seeker
1	wh_main_character_abilities_get_back_ere	wh_main_character_abilities_get_back_ere
1	wh_main_character_abilities_heroic_killing_blow	wh_main_character_abilities_heroic_killing_blow
1	wh_main_character_abilities_magical_animus	wh_main_character_abilities_magical_animus
1	wh_main_character_abilities_rally	wh_main_character_abilities_rally
1	wh_main_character_abilities_red_fury	wh_main_character_abilities_red_fury
1	wh_main_character_abilities_stand_or_die	wh_main_character_abilities_stand_or_die
1	wh_main_character_abilities_stand_your_ground	wh_main_character_abilities_stand_your_ground
1	wh_main_character_abilities_undeath_resurgent	wh_main_character_abilities_undeath_resurgent
1	wh_main_character_abilities_waaagh	wh_main_character_abilities_waaagh
1	wh_main_character_passive_benediction	wh_main_character_passive_benediction
1	wh_main_character_passive_dark_benediction	wh_main_character_passive_dark_benediction
1	wh_main_character_passive_evasion	wh_main_character_passive_evasion
1	wh_main_character_passive_master_of_the_dead	wh_main_character_passive_master_of_the_dead
1	wh_main_hero_abilities_accusation	wh_main_hero_abilities_accusation
1	wh_main_hero_abilities_ballistics_calibration	wh_main_hero_abilities_ballistics_calibration
1	wh_main_hero_abilities_faiths_bastion	wh_main_hero_abilities_faiths_bastion
1	wh_main_hero_abilities_immortal_will	wh_main_hero_abilities_immortal_will
1	wh_main_hero_abilities_mad_cap_mushrooms	wh_main_hero_abilities_mad_cap_mushrooms
1	wh_main_hero_abilities_slippery	wh_main_hero_abilities_slippery
1	wh_main_hero_passive_aura_of_the_lady	wh_main_hero_passive_aura_of_the_lady
1	wh_main_hero_passive_extra_powder	wh_main_hero_passive_extra_powder
1	wh_main_hero_passive_forgefire	wh_main_hero_passive_forgefire
