,abilities,ammo,armour,attributes,base_reload_time,caste,category,charge_bonus,charge_speed,charge_speed_flying,damage_mod_all,damage_mod_flame,damage_mod_magic,damage_mod_missile,damage_mod_physical,entity_size,explosion_ap_damage,explosion_base_damage,explosion_radius,faction_group,factions,ground_stat_effect_group,health,health_per_entity,height,key,leadership,mass,melee_ap_damage,melee_ap_ratio,melee_attack,melee_attack_interval,melee_base_damage,melee_bonus_v_infantry,melee_bonus_v_large,melee_defence,melee_total_damage,multiplayer_cost,name,parry_chance,projectile_number,radius,range,ranged_ap_damage,ranged_ap_ratio,ranged_base_damage,ranged_bonus_v_infantry,ranged_bonus_v_large,ranged_total_damage,shots_per_volley,special_category,speed,speed_flying,speed_ground,spells,unit_size
619,"['Greater Arcane Conduit', 'Potion of Charoi', 'Bound Fiery Convocation', 'Martial Prowess']",,50,"['encourages', 'hide_forest']",,Lord,Wizard,35,108,0,0,0,0,15,0,medium,,,,hef,"['High Elves', 'Order of Loremasters']",large,3138,3138,2.0,wh2_main_hef_cha_teclis_1,85,1000,112,0.4,36,4.0,168,0,0,28,280,700,Teclis on Barded Ithilmar Steed,0,,1.4,,,,,,,,,,78,0,78,"['Shield of Saphery', 'Wild Heart', 'Flock of Doom', 'Regrowth', 'The Enfeebling Foe', 'Kindleflame', 'Flaming Sword of Rhuin', 'Chain Lightning', 'Net of Amyntok']",1
620,"['Feint & Riposte', 'Martial Mastery', 'Foe-Seeker', 'Stand Your Ground!']",,125,"['encourages', 'hide_forest']",,Lord,Sword Infantry,45,44,0,0,45,0,15,0,small,,,,hef,['High Elves'],small,3216,3216,2.2,wh2_main_hef_cha_tyrion_0,85,800,310,0.66,75,4.0,160,0,0,60,470,1400,Tyrion,0,,0.7,,,,,,,,,,36,0,36,[],1
621,"['Feint & Riposte', 'Martial Mastery', 'Foe-Seeker', 'Stand Your Ground!']",,125,"['encourages', 'hide_forest']",,Lord,Cavalry,90,114,0,0,45,0,15,0,medium,,,,hef,['High Elves'],large,3675,3675,2.0,wh2_main_hef_cha_tyrion_1,85,1300,310,0.66,75,4.0,160,0,0,60,470,1700,Tyrion on Malhandhir,0,,1.4,,,,,,,,,,95,0,95,[],1
622,"['Quicksilver Shot', 'Martial Prowess', 'Foe-Seeker']",30.0,40,"['charge_reflector_vs_large', 'encourages', 'hide_forest', 'mounted_fire_move']",9.0,Hero,Hybrid Weapon Specialist,22,49,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2766,2766,2.2,wh2_dlc10_hef_cha_handmaiden_0,75,400,110,0.31,40,4.0,250,0,35,52,360,750,Handmaiden of the Everqueen,0,1.0,0.7,180.0,125.0,0.69,55.0,0.0,0.0,180.0,1.0,,40,0,40,[],1
623,"['Quicksilver Shot', 'Martial Prowess', 'Foe-Seeker']",30.0,40,"['encourages', 'hide_forest', 'mounted_fire_move']",9.0,Hero,Hybrid Weapon Specialist,42,110,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3132,3132,2.0,wh2_dlc10_hef_cha_handmaiden_1,75,600,110,0.31,40,4.0,250,0,35,52,360,950,Handmaiden of the Everqueen on Elven Steed,0,1.0,1.4,180.0,125.0,0.69,55.0,0.0,0.0,180.0,1.0,,90,0,90,[],1
624,"['Quicksilver Shot', 'Martial Prowess', 'Foe-Seeker']",30.0,70,"['encourages', 'hide_forest', 'mounted_fire_move']",9.0,Hero,Hybrid Weapon Specialist,42,108,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3132,3132,2.0,wh2_dlc10_hef_cha_handmaiden_2,75,1000,110,0.31,40,4.0,250,0,35,52,360,1000,Handmaiden of the Everqueen on Barded Ithilmar Steed,0,1.0,1.4,180.0,125.0,0.69,55.0,0.0,0.0,180.0,1.0,,78,0,78,[],1
625,['Martial Prowess'],,15,"['encourages', 'hide_forest']",,Hero,Wizard,15,43,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2565,2565,2.0,wh2_dlc10_hef_cha_mage_heavens_0,60,300,85,0.3,36,4.0,200,0,0,28,285,300,Mage (Heavens),0,,0.6,,,,,,,,,,35,0,35,"['Roiling Skies', 'Chain Lightning', 'Comet of Casandora', 'Curse of the Midnight Wind', 'Harmonic Convergence', ""Urannon's Thunderbolt"", 'Wind Blast']",1
626,['Martial Prowess'],,25,"['encourages', 'hide_forest']",,Hero,Wizard,30,110,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,2886,2886,2.0,wh2_dlc10_hef_cha_mage_heavens_1,60,600,85,0.3,36,4.0,200,0,0,28,285,500,Mage (Heavens) on Elven Steed,0,,1.4,,,,,,,,,,90,0,90,"['Roiling Skies', 'Chain Lightning', 'Comet of Casandora', 'Curse of the Midnight Wind', 'Harmonic Convergence', ""Urannon's Thunderbolt"", 'Wind Blast']",1
627,['Martial Prowess'],,110,['encourages'],,Hero,Wizard,64,108,0,0,0,0,15,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3141,3141,1.8,wh2_dlc10_hef_cha_mage_heavens_2,60,1300,85,0.3,24,4.6,200,30,0,18,285,800,Mage (Heavens) on Ithilmar Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Roiling Skies', 'Chain Lightning', 'Comet of Casandora', 'Curse of the Midnight Wind', 'Harmonic Convergence', ""Urannon's Thunderbolt"", 'Wind Blast']",1
628,['Martial Prowess'],,15,"['encourages', 'hide_forest']",,Hero,Wizard,15,43,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2565,2565,2.0,wh2_dlc10_hef_cha_mage_shadows_0,60,300,85,0.3,36,4.0,200,0,0,28,285,300,Mage (Shadows),0,,0.6,,,,,,,,,,35,0,35,"['Smoke & Mirrors', ""Melkoth's Mystifying Miasma"", ""Okkam's Mindrazor"", 'Pit of Shades', 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Withering']",1
629,['Martial Prowess'],,25,"['encourages', 'hide_forest']",,Hero,Wizard,30,110,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,2886,2886,2.0,wh2_dlc10_hef_cha_mage_shadows_1,60,600,85,0.3,36,4.0,200,0,0,28,285,500,Mage (Shadows) on Elven Steed,0,,1.4,,,,,,,,,,90,0,90,"['Smoke & Mirrors', ""Melkoth's Mystifying Miasma"", ""Okkam's Mindrazor"", 'Pit of Shades', 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Withering']",1
630,['Martial Prowess'],,110,['encourages'],,Hero,Wizard,64,108,0,0,0,0,15,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3141,3141,1.8,wh2_dlc10_hef_cha_mage_shadows_2,60,1300,85,0.3,24,4.6,200,30,0,18,285,800,Mage (Shadows) on Ithilmar Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Smoke & Mirrors', ""Melkoth's Mystifying Miasma"", ""Okkam's Mindrazor"", 'Pit of Shades', 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Withering']",1
631,"['Loose!', 'Martial Prowess', 'Slippery']",30.0,40,"['encourages', 'guerrilla_deploy', 'mounted_fire_move', 'stalk']",11.0,Hero,Assassin,30,56,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2766,2766,2.2,wh2_dlc10_hef_cha_shadow_walker,76,500,140,0.35,40,4.0,260,0,0,45,400,1200,Hand of the Shadow Crown,0,1.0,0.7,300.0,275.0,0.78,77.0,0.0,0.0,352.0,1.0,,46,0,46,[],1
632,['Martial Prowess'],,15,"['encourages', 'hide_forest']",,Hero,Wizard,15,43,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2565,2565,2.0,wh2_dlc15_hef_cha_mage_beasts_0,60,300,85,0.3,36,4.0,200,0,0,28,285,300,Mage (Beasts),0,,0.6,,,,,,,,,,35,0,35,"['Transformation of Kadon', 'Wild Heart', 'Flock of Doom', ""Pann's Impenetrable Pelt"", 'The Amber Spear', 'The Curse of Anraheir', 'Transformation of Kadon', ""Wyssan's Wildform""]",1
633,['Martial Prowess'],,25,"['encourages', 'hide_forest']",,Hero,Wizard,30,110,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,2886,2886,2.0,wh2_dlc15_hef_cha_mage_beasts_1,60,600,85,0.3,36,4.0,200,0,0,28,285,500,Mage (Beasts) on Elven Steed,0,,1.4,,,,,,,,,,90,0,90,"['Transformation of Kadon', 'Wild Heart', 'Flock of Doom', ""Pann's Impenetrable Pelt"", 'The Amber Spear', 'The Curse of Anraheir', 'Transformation of Kadon', ""Wyssan's Wildform""]",1
634,['Martial Prowess'],,110,['encourages'],,Hero,Wizard,64,108,0,0,0,0,15,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3141,3141,1.8,wh2_dlc15_hef_cha_mage_beasts_2,60,1300,85,0.3,24,4.6,200,30,0,18,285,800,Mage (Beasts) on Ithilmar Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Transformation of Kadon', 'Wild Heart', 'Flock of Doom', ""Pann's Impenetrable Pelt"", 'The Amber Spear', 'The Curse of Anraheir', 'Transformation of Kadon', ""Wyssan's Wildform""]",1
635,['Martial Prowess'],,15,"['encourages', 'hide_forest']",,Hero,Wizard,15,43,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2565,2565,2.0,wh2_dlc15_hef_cha_mage_death_0,60,300,85,0.3,36,4.0,200,0,0,28,285,300,Mage (Death),0,,0.6,,,,,,,,,,35,0,35,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",1
636,['Martial Prowess'],,25,"['encourages', 'hide_forest']",,Hero,Wizard,30,110,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,2886,2886,2.0,wh2_dlc15_hef_cha_mage_death_1,60,600,85,0.3,36,4.0,200,0,0,28,285,500,Mage (Death) on Elven Steed,0,,1.4,,,,,,,,,,90,0,90,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",1
637,['Martial Prowess'],,110,['encourages'],,Hero,Wizard,64,108,0,0,0,0,15,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3141,3141,1.8,wh2_dlc15_hef_cha_mage_death_2,60,1300,85,0.3,24,4.6,200,30,0,18,285,800,Mage (Death) on Ithilmar Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",1
638,['Martial Prowess'],,15,"['encourages', 'hide_forest']",,Hero,Wizard,15,43,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2565,2565,2.0,wh2_dlc15_hef_cha_mage_fire_0,60,300,85,0.3,36,4.0,200,0,0,28,285,300,Mage (Fire),0,,0.6,,,,,,,,,,35,0,35,"['Kindleflame', 'Cascading Fire Cloak', 'Fireball', 'Flame Storm', 'Flaming Sword of Rhuin', 'Piercing Bolts of Burning', 'The Burning Head']",1
639,['Martial Prowess'],,25,"['encourages', 'hide_forest']",,Hero,Wizard,30,110,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,2886,2886,2.0,wh2_dlc15_hef_cha_mage_fire_1,60,600,85,0.3,36,4.0,200,0,0,28,285,500,Mage (Fire) on Elven Steed,0,,1.4,,,,,,,,,,90,0,90,"['Kindleflame', 'Cascading Fire Cloak', 'Fireball', 'Flame Storm', 'Flaming Sword of Rhuin', 'Piercing Bolts of Burning', 'The Burning Head']",1
640,['Martial Prowess'],,110,['encourages'],,Hero,Wizard,64,108,0,0,0,0,15,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3141,3141,1.8,wh2_dlc15_hef_cha_mage_fire_2,60,1300,85,0.3,24,4.6,200,30,0,18,285,800,Mage (Fire) on Ithilmar Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Kindleflame', 'Cascading Fire Cloak', 'Fireball', 'Flame Storm', 'Flaming Sword of Rhuin', 'Piercing Bolts of Burning', 'The Burning Head']",1
641,"[""Sun Dragon's Breath""]",,60,"['causes_fear', 'causes_terror', 'encourages']",,Hero,Wizard,65,95,125,0,0,0,15,0,very_large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4593,4593,4.5,wh2_dlc15_hef_cha_mage_fire_3,70,1800,325,0.71,50,3.8,135,0,0,44,460,1850,Mage (Fire) on Sun Dragon,0,,4.5,,,,,,,,,,95,95,65,"['Kindleflame', 'Cascading Fire Cloak', 'Fireball', 'Flame Storm', 'Flaming Sword of Rhuin', 'Piercing Bolts of Burning', 'The Burning Head']",1
642,['Martial Prowess'],,15,"['encourages', 'hide_forest']",,Hero,Wizard,15,43,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2565,2565,2.0,wh2_dlc15_hef_cha_mage_metal_0,60,300,85,0.3,36,4.0,200,0,0,28,285,300,Mage (Metal),0,,0.6,,,,,,,,,,35,0,35,"['Metalshifting', 'Final Transmutation', ""Gehenna's Golden Hounds"", 'Glittering Robe', 'Plague of Rust', 'Searing Doom', 'Transmutation of Lead']",1
643,['Martial Prowess'],,25,"['encourages', 'hide_forest']",,Hero,Wizard,30,110,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,2886,2886,2.0,wh2_dlc15_hef_cha_mage_metal_1,60,600,85,0.3,36,4.0,200,0,0,28,285,500,Mage (Metal) on Elven Steed,0,,1.4,,,,,,,,,,90,0,90,"['Metalshifting', 'Final Transmutation', ""Gehenna's Golden Hounds"", 'Glittering Robe', 'Plague of Rust', 'Searing Doom', 'Transmutation of Lead']",1
644,['Martial Prowess'],,110,['encourages'],,Hero,Wizard,64,108,0,0,0,0,15,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3141,3141,1.8,wh2_dlc15_hef_cha_mage_metal_2,60,1300,85,0.3,24,4.6,200,30,0,18,285,800,Mage (Metal) on Ithilmar Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Metalshifting', 'Final Transmutation', ""Gehenna's Golden Hounds"", 'Glittering Robe', 'Plague of Rust', 'Searing Doom', 'Transmutation of Lead']",1
645,"['Martial Prowess', 'Foe-Seeker', 'Evasion']",,90,"['encourages', 'hide_forest']",,Hero,Wizard,30,44,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2766,2766,2.2,wh2_main_hef_cha_loremaster_of_hoeth_0,75,800,235,0.65,55,4.0,125,16,0,43,360,800,Loremaster of Hoeth,20,,0.7,,,,,,,,,,36,0,36,"[""Wyssan's Wildform"", 'Earth Blood', ""Melkoth's Mystifying Miasma"", 'Spirit Leech', 'Harmonic Convergence', ""Shem's Burning Gaze""]",1
646,['Martial Prowess'],,15,"['encourages', 'hide_forest']",,Hero,Wizard,15,43,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2565,2565,2.0,wh2_main_hef_cha_mage_high_0,60,300,85,0.3,36,4.0,200,0,0,28,285,300,Mage (High),0,,0.6,,,,,,,,,,35,0,35,"['Shield of Saphery', 'Apotheosis', 'Arcane Unforging', 'Fiery Convocation', 'Hand of Glory', 'Soul Quench', 'Tempest']",1
647,['Martial Prowess'],,25,"['encourages', 'hide_forest']",,Hero,Wizard,30,110,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,2886,2886,2.0,wh2_main_hef_cha_mage_high_1,60,600,85,0.3,36,4.0,200,0,0,28,285,500,Mage (High) on Elven Steed,0,,1.4,,,,,,,,,,90,0,90,"['Shield of Saphery', 'Apotheosis', 'Arcane Unforging', 'Fiery Convocation', 'Hand of Glory', 'Soul Quench', 'Tempest']",1
648,['Martial Prowess'],,110,['encourages'],,Hero,Wizard,64,108,0,0,0,0,15,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3141,3141,1.8,wh2_main_hef_cha_mage_high_4,60,1300,85,0.3,24,4.6,200,30,0,18,285,800,Mage (High) on Ithilmar Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Shield of Saphery', 'Apotheosis', 'Arcane Unforging', 'Fiery Convocation', 'Hand of Glory', 'Soul Quench', 'Tempest']",1
649,['Martial Prowess'],,15,"['encourages', 'hide_forest']",,Hero,Wizard,15,43,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2565,2565,2.0,wh2_main_hef_cha_mage_life_0,60,300,85,0.3,36,4.0,200,0,0,28,285,300,Mage (Life),0,,0.6,,,,,,,,,,35,0,35,"['Life Bloom', 'Awakening of the Wood', 'Earth Blood', 'Flesh to Stone', 'Regrowth', 'Shield of Thorns', 'The Dwellers Below']",1
650,['Martial Prowess'],,25,"['encourages', 'hide_forest']",,Hero,Wizard,30,110,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,2886,2886,2.0,wh2_main_hef_cha_mage_life_1,60,600,85,0.3,36,4.0,200,0,0,28,285,500,Mage (Life) on Elven Steed,0,,1.4,,,,,,,,,,90,0,90,"['Life Bloom', 'Awakening of the Wood', 'Earth Blood', 'Flesh to Stone', 'Regrowth', 'Shield of Thorns', 'The Dwellers Below']",1
651,['Martial Prowess'],,110,['encourages'],,Hero,Wizard,64,108,0,0,0,0,15,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3141,3141,1.8,wh2_main_hef_cha_mage_life_4,60,1300,85,0.3,24,4.6,200,30,0,18,285,800,Mage (Life) on Ithilmar Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Life Bloom', 'Awakening of the Wood', 'Earth Blood', 'Flesh to Stone', 'Regrowth', 'Shield of Thorns', 'The Dwellers Below']",1
652,['Martial Prowess'],,15,"['encourages', 'hide_forest']",,Hero,Wizard,15,43,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2565,2565,2.0,wh2_main_hef_cha_mage_light_0,60,300,85,0.3,36,4.0,200,0,0,28,285,300,Mage (Light),0,,0.6,,,,,,,,,,35,0,35,"['Exorcism', 'Banishment', ""Birona's Timewarp"", 'Light of Battle', 'Net of Amyntok', ""Pha's Protection"", ""Shem's Burning Gaze""]",1
653,['Martial Prowess'],,25,"['encourages', 'hide_forest']",,Hero,Wizard,30,110,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,2886,2886,2.0,wh2_main_hef_cha_mage_light_1,60,600,85,0.3,36,4.0,200,0,0,28,285,500,Mage (Light) on Elven Steed,0,,1.4,,,,,,,,,,90,0,90,"['Exorcism', 'Banishment', ""Birona's Timewarp"", 'Light of Battle', 'Net of Amyntok', ""Pha's Protection"", ""Shem's Burning Gaze""]",1
654,['Martial Prowess'],,110,['encourages'],,Hero,Wizard,64,108,0,0,0,0,15,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3141,3141,1.8,wh2_main_hef_cha_mage_light_4,60,1300,85,0.3,24,4.6,200,30,0,18,285,800,Mage (Light) on Ithilmar Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Exorcism', 'Banishment', ""Birona's Timewarp"", 'Light of Battle', 'Net of Amyntok', ""Pha's Protection"", ""Shem's Burning Gaze""]",1
655,"['Martial Prowess', 'Deadly Onslaught', 'Foe-Seeker']",,80,"['charge_reflector_vs_large', 'encourages', 'hide_forest']",,Hero,Melee Specialist,22,44,0,0,0,0,15,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2766,2766,2.2,wh2_main_hef_cha_noble_0,75,500,220,0.65,42,4.0,120,0,35,48,340,700,Noble,0,,0.7,,,,,,,,,,36,0,36,[],1
656,"['Martial Prowess', 'Deadly Onslaught', 'Foe-Seeker']",,100,"['encourages', 'hide_forest']",,Hero,Melee Specialist,42,108,0,0,0,0,15,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3132,3132,2.0,wh2_main_hef_cha_noble_2,75,1000,220,0.65,42,4.0,120,0,35,48,340,950,Noble on Barded Ithilmar Steed,0,,1.4,,,,,,,,,,78,0,78,[],1
657,"['Martial Prowess', 'Deadly Onslaught', 'Foe-Seeker']",,60,"['causes_fear', 'encourages']",,Hero,Melee Specialist,72,100,150,0,0,0,15,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3576,3576,3.0,wh2_main_hef_cha_noble_3,75,1300,168,0.4,47,4.0,252,0,0,35,420,1250,Noble on Great Eagle,0,,1.8,,,,,,,,,,110,110,70,[],1
658,"['Martial Prowess', 'Deadly Onslaught', 'Foe-Seeker']",,110,['encourages'],,Hero,Melee Specialist,74,108,0,0,0,0,15,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3759,3759,1.8,wh2_main_hef_cha_noble_4,75,1300,210,0.7,32,4.6,90,20,0,24,300,1200,Noble on Ithilmar Chariot,0,,1.4,,,,,,,,,,78,0,78,[],1
659,[],,60,"['causes_fear', 'guerrilla_deploy', 'hide_forest', 'ignore_trees', 'immune_to_psychology']",,Melee Infantry,Creature Infantry,12,42,0,0,-25,0,0,20,small,,,,hef,['Avelorn'],small,5250,70,1.8,wh2_dlc10_hef_inf_dryads_0,65,140,5,0.15,33,4.2,29,0,0,25,34,575,Dryads,0,,0.7,,,,,,,,,,36,0,36,[],75
660,['Martial Mastery'],,100,"['causes_fear', 'charge_reflector', 'hide_forest']",,Melee Infantry,Halberd Infantry,10,40,0,0,0,0,0,30,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,6300,84,1.9,wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0,100,140,25,0.69,48,4.9,11,0,20,50,36,1650,Keepers of the Flame (Phoenix Guard),0,,0.7,,,,,,,,,renown,32,0,32,[],75
661,"['Martial Prowess', 'Aura of Protection']",,40,"['charge_reflector', 'hide_forest']",,Melee Infantry,Spear Infantry,4,40,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,5670,63,1.8,wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0,80,150,6,0.24,27,4.8,19,0,15,48,25,850,The Scions of Mathlann (Spearmen),55,,0.65,,,,,,,,,renown,33,0,33,[],90
662,"['Guardian', 'Martial Prowess']",,90,"['hide_forest', 'ignore_trees']",,Melee Infantry,Great Axe Infantry,18,40,0,0,0,0,30,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small_forest_strider,5625,75,1.8,wh2_dlc10_hef_inf_the_silverpelts_ror_0,85,100,25,0.74,45,4.4,9,0,0,36,34,1100,The Puremane Company (White Lions of Chrace),0,,0.68,,,,,,,,,renown,33,0,33,[],75
663,"['Martial Prowess', 'Frenzy']",,80,"['encourages', 'hide_forest']",,Melee Infantry,Mistwalker Sword Infantry,15,40,0,0,0,0,15,0,small,,,,hef,['Yvresse'],small,6570,73,1.8,wh2_dlc15_hef_inf_mistwalkers_faithbearers_0,75,150,12,0.38,34,4.3,20,0,0,30,32,1000,Athel Tamarha Faithbearers,55,,0.65,,,,,,,,,mistwalker,33,0,33,[],90
664,['Martial Prowess'],,30,"['hide_forest', 'ignore_trees']",,Melee Infantry,Dual Sword Infantry,18,44,0,0,0,0,0,20,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small_forest_strider,5670,63,1.8,wh2_dlc15_hef_inf_rangers_0,70,100,7,0.25,28,4.5,21,8,0,24,28,600,Rangers,0,,0.68,,,,,,,,,,40,0,40,[],90
665,['Martial Prowess'],,75,"['charge_reflector', 'hide_forest']",,Melee Infantry,Spear Infantry,4,40,0,0,0,30,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,6120,68,1.8,wh2_dlc15_hef_inf_silverin_guard_0,75,150,10,0.31,28,4.8,22,0,20,42,32,800,Silverin Guard,55,,0.65,,,,,,,,,,33,0,33,[],90
666,['Martial Prowess'],22.0,50,"['charge_reflector_vs_large', 'hide_forest']",11.0,Melee Infantry,Missile & Spear Infantry,4,40,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,4590,68,1.8,wh2_main_hef_inf_gate_guard,72,150,9,0.3,28,4.2,21,0,16,32,30,850,Gate Guard,0,1.0,0.65,180.0,3.0,0.16,16.0,0.0,0.0,19.0,1.0,,33,0,33,[],68
