,abilities,acceleration,accuracy,ammo,armour,attributes,base_reload_time,calibration_area,calibration_distance,caste,category,charge_bonus,charge_speed,charge_speed_flying,damage_mod_all,damage_mod_flame,damage_mod_magic,damage_mod_missile,damage_mod_physical,deceleration,entity_size,explosion_ap_damage,explosion_base_damage,explosion_contact_effect,explosion_is_flaming,explosion_is_magical,explosion_radius,faction_group,factions,fly_speed,ground_stat_effect_group,health,health_per_entity,height,is_large,key,leadership,mass,melee_ap_damage,melee_ap_ratio,melee_attack,melee_attack_interval,melee_base_damage,melee_bonus_v_infantry,melee_bonus_v_large,melee_contact_effect,melee_defence,melee_is_flaming,melee_is_magical,melee_splash_attack_multiplier,melee_splash_attack_target_size,melee_splash_attacks,melee_total_damage,missile_block_chance,multiplayer_cost,name,projectile_number,range,ranged_ap_damage,ranged_ap_ratio,ranged_base_damage,ranged_bonus_v_infantry,ranged_bonus_v_large,ranged_contact_effect,ranged_is_flaming,ranged_is_magical,ranged_total_damage,recruitment_time,reload_skill,run_speed,shots_per_volley,singleplayer_cost,singleplayer_upkeep,special_category,speed,spells,unit_card,unit_size
542,[],30,0,0,110,"['Fear', 'Terror', 'Charge Defense', 'Hide (Forest)', 'Woodsman']",,0.0,0,Monster,Monster,30,50,0,0,-25,0,15,20,40,very_large,0,0,,False,False,0,wef,"['Argwylon', 'Wood Elves']",0,large_bst,6996,6996,8.8,True,wh_dlc05_wef_mon_treeman_0,90,7000,300,0.7,45,4.0,130,0,0,,56,False,True,1.0,large,6,430,0,1500,Treeman,0,0,0,,0,0,0,,,,0,2,0,35,0,1500,375,,35,[],wh_dlc05_wef_treeman.png,1
543,"['Boon of Isha', 'Martial Prowess', 'Arcane Conduit']",30,0,0,15,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Wizard,23,44,0,0,0,0,15,0,40,small,0,0,,False,False,0,hef,"['Avelorn', 'High Elves']",0,small,2916,2916,2.2,False,wh2_dlc10_hef_cha_alarielle_the_radiant_0,85,450,100,0.33,45,4.0,200,0,0,,55,False,True,1.0,medium,5,300,0,600,Alarielle the Radiant,0,0,0,,0,0,0,,,,0,1,10,36,0,1000,250,,36,"['Shield of Saphery', 'Arcane Unforging', 'Tempest', 'Life Bloom', 'Earth Blood', 'Shield of Thorns', 'Banishment', ""Pha's Protection""]",wh_main_emp_karl_franz.png,1
544,"['Boon of Isha', 'Martial Prowess', 'Arcane Conduit']",65,0,0,15,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Wizard,38,110,0,0,0,0,15,0,70,medium,0,0,,False,False,0,hef,"['Avelorn', 'High Elves']",0,large,3222,3222,2.0,True,wh2_dlc10_hef_cha_alarielle_the_radiant_1,85,600,100,0.33,45,4.0,200,0,0,,55,False,True,1.0,medium,5,300,0,800,Alarielle the Radiant on Elven Steed,0,0,0,,0,0,0,,,,0,1,10,90,0,1100,275,,90,"['Shield of Saphery', 'Arcane Unforging', 'Tempest', 'Life Bloom', 'Earth Blood', 'Shield of Thorns', 'Banishment', ""Pha's Protection""]",wh_main_emp_karl_franz.png,1
545,"['Boon of Isha', 'Martial Prowess', 'Arcane Conduit']",50,0,0,50,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Wizard,38,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,hef,"['Avelorn', 'High Elves']",0,large,3222,3222,2.0,True,wh2_dlc10_hef_cha_alarielle_the_radiant_2,85,1000,100,0.33,45,4.0,200,0,0,,55,False,True,1.0,medium,5,300,0,850,Alarielle the Radiant on Barded Ithilmar Steed,0,0,0,,0,0,0,,,,0,1,10,78,0,1200,300,,78,"['Shield of Saphery', 'Arcane Unforging', 'Tempest', 'Life Bloom', 'Earth Blood', 'Shield of Thorns', 'Banishment', ""Pha's Protection""]",wh_main_emp_karl_franz.png,1
546,"['Boon of Isha', 'Arcane Conduit']",80,0,0,30,"['Fear', 'Encourage']",,0.0,0,Lord,Wizard,62,100,150,0,0,0,15,0,100,large,0,0,,False,False,0,hef,"['Avelorn', 'High Elves']",110,large,3810,3810,3.0,True,wh2_dlc10_hef_cha_alarielle_the_radiant_3,85,1300,168,0.4,45,4.0,252,0,0,,47,False,False,1.0,large,5,420,0,1150,Alarielle the Radiant on Great Eagle,0,0,0,,0,0,0,,,,0,1,10,70,0,1500,375,,110,"['Shield of Saphery', 'Arcane Unforging', 'Tempest', 'Life Bloom', 'Earth Blood', 'Shield of Thorns', 'Banishment', ""Pha's Protection""]",wh_main_emp_karl_franz.png,1
547,"['Mislead', 'Darken the Skies', 'Martial Prowess', 'Slippery']",40,10,30,40,"['Encourage', 'Vanguard Deployment', 'Hide (Forest)', 'Fire While Moving']",11.0,0.9,250,Lord,Hybrid-Weapon Infantry,30,56,0,0,0,0,15,0,50,small,0,0,,False,False,0,hef,"['High Elves', 'Nagarythe']",0,small,3201,3201,2.2,False,wh2_dlc10_hef_cha_alith_anar_0,80,500,140,0.35,65,4.0,260,0,0,,45,False,False,1.0,medium,5,400,0,1100,Alith Anar,1,300,275,0.78,77,0,0,,False,False,352,1,10,46,1,1200,250,,46,[],hef_alith_anar_0.png,1
548,"['Martial Prowess', 'Foe-Seeker', 'Heroic Killing Blow']",60,0,0,110,"['Fear', 'Encourage']",,0.0,0,Lord,Monstrous Chariot,68,108,0,0,0,0,30,0,70,medium,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",0,large,4134,4134,2.0,True,wh2_dlc15_hef_cha_alastair_1,80,1100,300,0.71,42,4.6,120,25,0,,24,False,False,1.0,very_large,4,420,0,1650,Alastar the White Lion on White Lion Chariot,0,0,0,,0,0,0,,,,0,1,10,82,0,1650,400,,82,[],wh2_main_hef_prince.png,1
549,"['Martial Prowess', 'Arcane Conduit']",20,0,0,15,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Wizard,15,43,0,0,0,0,15,0,40,small,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",0,small,2865,2865,2.0,False,wh2_dlc15_hef_cha_archmage_beasts_0,75,300,85,0.3,36,4.0,200,0,0,,28,False,False,1.0,medium,5,285,0,450,Archmage ,0,0,0,,0,0,0,,,,0,1,10,35,0,1000,250,,35,"['Transformation of Kadon', 'Wild Heart', 'Flock of Doom', ""Pann's Impenetrable Pelt"", 'The Amber Spear', 'The Curse of Anraheir', 'Transformation of Kadon', ""Wyssan's Wildform""]",placeholder.png,1
550,"['Martial Prowess', 'Arcane Conduit']",65,0,0,15,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Wizard,35,110,0,0,0,0,15,0,70,medium,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",0,large,2871,2871,2.0,True,wh2_dlc15_hef_cha_archmage_beasts_1,75,600,85,0.3,36,4.0,200,0,0,,28,False,False,1.0,medium,5,285,0,650,Archmage on Elven Steed,0,0,0,,0,0,0,,,,0,1,10,90,0,1200,300,,90,"['Transformation of Kadon', 'Wild Heart', 'Flock of Doom', ""Pann's Impenetrable Pelt"", 'The Amber Spear', 'The Curse of Anraheir', 'Transformation of Kadon', ""Wyssan's Wildform""]",placeholder.png,1
551,"['Martial Prowess', 'Arcane Conduit']",61,0,0,110,['Encourage'],,0.0,0,Lord,Wizard,64,108,0,0,0,0,15,0,70,large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",0,large,3141,3141,1.8,True,wh2_dlc15_hef_cha_archmage_beasts_2,75,1300,85,0.3,24,4.6,200,30,0,,18,False,False,1.0,very_large,4,285,0,950,Archmage on Ithilmar Chariot,0,0,0,,0,0,0,,,,0,1,10,78,0,1350,300,,78,"['Transformation of Kadon', 'Wild Heart', 'Flock of Doom', ""Pann's Impenetrable Pelt"", 'The Amber Spear', 'The Curse of Anraheir', 'Transformation of Kadon', ""Wyssan's Wildform""]",placeholder.png,1
552,['Arcane Conduit'],80,0,0,30,"['Fear', 'Encourage']",,0.0,0,Lord,Wizard,62,100,150,0,0,0,15,0,100,large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",110,large,3810,3810,3.0,True,wh2_dlc15_hef_cha_archmage_beasts_3,75,1300,168,0.4,44,4.0,252,0,0,,30,False,False,1.0,large,5,420,0,1000,Archmage on Great Eagle,0,0,0,,0,0,0,,,,0,1,10,70,0,1500,375,,110,"['Transformation of Kadon', 'Wild Heart', 'Flock of Doom', ""Pann's Impenetrable Pelt"", 'The Amber Spear', 'The Curse of Anraheir', 'Transformation of Kadon', ""Wyssan's Wildform""]",placeholder.png,1
553,"[""Moon Dragon's Breath"", 'Arcane Conduit']",60,0,0,60,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Wizard,50,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",85,large,5583,5583,4.5,True,wh2_dlc15_hef_cha_archmage_beasts_4,75,2200,380,0.73,46,3.8,140,0,0,,48,True,False,1.0,large,8,520,0,2200,Archmage on Moon Dragon,0,0,0,,0,0,0,,,,0,1,10,65,0,2200,575,,85,"['Transformation of Kadon', 'Wild Heart', 'Flock of Doom', ""Pann's Impenetrable Pelt"", 'The Amber Spear', 'The Curse of Anraheir', 'Transformation of Kadon', ""Wyssan's Wildform""]",placeholder.png,1
594,"[""Mistwalkers' Barrage"", 'Grim Discipline']",30,0,0,100,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Sword Infantry,35,44,0,0,0,0,15,0,40,small,0,0,,False,False,0,hef,"['High Elves', 'Yvresse']",0,small,3216,3216,2.2,False,wh2_dlc15_hef_cha_eltharion_the_grim_0,85,800,130,0.31,65,4.0,290,0,0,,55,False,False,1.0,medium,5,420,0,1100,Eltharion the Grim,0,0,0,,0,0,0,,,,0,1,10,36,0,1100,275,,36,"['Shield of Saphery', 'Apotheosis', 'Arcane Unforging', 'Fiery Convocation', 'Hand of Glory', 'Soul Quench', 'Tempest']",hef_eltharion_0.png,1
595,"[""Mistwalkers' Barrage"", 'Grim Discipline']",50,0,0,100,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Cavalry,55,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,hef,"['High Elves', 'Yvresse']",0,large,3675,3675,2.0,True,wh2_dlc15_hef_cha_eltharion_the_grim_1,85,1000,130,0.31,65,4.0,290,0,0,,55,False,False,1.0,medium,5,420,0,1350,Eltharion the Grim on Barded Ithilmar Steed,0,0,0,,0,0,0,,,,0,1,10,78,0,1350,338,,78,"['Shield of Saphery', 'Apotheosis', 'Arcane Unforging', 'Fiery Convocation', 'Hand of Glory', 'Soul Quench', 'Tempest']",hef_eltharion_0.png,1
596,"[""Mistwalkers' Barrage""]",50,0,0,100,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Flying Monstrous Cavalry,80,95,130,0,0,0,15,0,100,very_large,0,0,,False,False,0,hef,"['High Elves', 'Yvresse']",90,large,4038,4038,4.0,True,wh2_dlc15_hef_cha_eltharion_the_grim_2,85,1650,300,0.67,54,4.0,150,0,0,,44,False,False,1.0,large,8,450,0,2050,Eltharion the Grim on Stormwing,0,0,0,,0,0,0,,,,0,1,10,70,0,2050,513,,90,"['Shield of Saphery', 'Apotheosis', 'Arcane Unforging', 'Fiery Convocation', 'Hand of Glory', 'Soul Quench', 'Tempest']",hef_eltharion_0.png,1
597,"['Dragonhorn', 'Lord of Dragons', 'Martial Mastery']",30,0,0,110,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Halberd Infantry,45,44,0,0,45,0,15,0,40,small,0,0,,False,False,0,hef,"['Knights of Caledor', 'High Elves']",0,small,3098,3098,2.2,False,wh2_dlc15_hef_cha_imrik_0,85,800,290,0.69,60,4.0,130,0,30,,60,False,False,1.0,medium,8,420,0,1200,Imrik,0,0,0,,0,0,0,,,,0,1,10,36,0,1200,300,,36,[],wh2_dlc15_hef_imrik.png,1
598,"['Dragonhorn', 'Lord of Dragons', 'Martial Mastery']",50,0,0,110,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Shock Cavalry,90,108,0,0,45,0,15,0,60,medium,0,0,,False,False,0,hef,"['Knights of Caledor', 'High Elves']",0,large,3648,3648,2.0,True,wh2_dlc15_hef_cha_imrik_1,85,1000,290,0.69,60,4.0,130,0,30,,60,False,False,1.0,medium,8,420,0,1450,Imrik on Mautererius,0,0,0,,0,0,0,,,,0,1,10,78,0,1450,363,,78,[],wh2_dlc15_hef_imrik.png,1
599,"['Dragonhorn', 'Lord of Dragons', ""Star Dragon's Breath""]",60,0,0,80,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Flying Monster,50,95,125,0,45,0,25,0,100,very_large,0,0,,False,False,0,hef,"['Knights of Caledor', 'High Elves']",80,large,6434,6434,4.5,True,wh2_dlc15_hef_cha_imrik_2,85,2500,450,0.78,70,3.8,130,0,0,,60,True,False,1.0,large,8,580,0,2750,Imrik on Minaithnir,0,0,0,,0,0,0,,,,0,1,10,65,0,2750,688,,80,[],wh2_dlc15_hef_imrik.png,1
600,"['Deadly Onslaught', 'Foe-Seeker', 'Stand Your Ground!']",50,0,0,80,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Flying Monstrous Cavalry,70,95,130,0,0,0,15,0,100,very_large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",90,large,3834,3834,4.0,True,wh2_dlc15_hef_cha_prince_6,80,1650,290,0.64,52,4.0,160,0,0,,38,False,False,1.0,large,8,450,0,1550,Prince on Griffon,0,0,0,,0,0,0,,,,0,1,10,70,0,1550,388,,90,[],wh2_main_hef_prince.png,1
601,"['Volley of High Arrows', 'Loose!', 'Foe-Seeker']",50,10,40,60,"['Fear', 'Terror', 'Encourage', 'Fire While Moving']",8.0,1.0,150,Lord,Flying Monstrous Cavalry,70,95,130,0,0,0,15,0,100,very_large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",90,large,3834,3834,4.0,True,wh2_dlc15_hef_cha_princess_6,80,1650,290,0.64,50,4.0,160,0,0,,36,False,False,1.0,large,8,450,0,1550,Princess on Griffon,1,180,80,0.3,190,0,0,,False,False,270,1,10,70,1,1550,388,,90,[],wh2_main_hef_princess.png,1
602,"['Greater Arcane Conduit', 'Potion of Charoi', 'Bound Fiery Convocation', 'Attuned to Magic']",80,0,0,50,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Wizard,58,100,140,0,70,0,15,20,100,large,0,0,,False,False,0,hef,"['High Elves', 'Order of Loremasters']",120,large,5369,5369,3.0,True,wh2_dlc15_hef_cha_teclis_2,85,1500,300,0.68,46,4.0,140,0,0,,40,True,True,1.0,medium,6,440,0,2200,Teclis on Arcane Phoenix,0,0,0,,0,0,0,,,,0,1,10,80,0,2200,550,,120,"['Shield of Saphery', 'Wild Heart', 'Flock of Doom', 'Regrowth', 'The Enfeebling Foe', 'Kindleflame', 'Flaming Sword of Rhuin', 'Chain Lightning', 'Net of Amyntok']",wh2_main_hef_teclis.png,1
603,"['Martial Prowess', 'Foe-Seeker', 'Heroic Killing Blow']",30,0,0,80,"['Encourage', 'Hide (Forest)', 'Woodsman']",,0.0,0,Lord,Axe Infantry,45,47,0,0,0,0,35,0,40,small,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",0,small_forest_strider,3051,3051,2.2,False,wh2_main_hef_cha_alastair_0,80,500,280,0.7,63,4.0,120,0,0,,40,False,False,1.0,medium,6,400,0,1000,Alastar the White Lion,0,0,0,,0,0,0,,,,0,1,10,38,0,1000,300,,38,[],wh2_main_hef_prince.png,1
604,"['Foe-Seeker', 'Heroic Killing Blow']",80,0,0,60,"['Fear', 'Encourage']",,0.0,0,Lord,Flying Monster,75,100,150,0,0,0,25,0,100,large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",110,large,3642,3642,3.0,True,wh2_main_hef_cha_alastair_3,80,1300,176,0.4,63,4.0,264,0,0,,40,False,False,1.0,large,5,440,0,1400,Alastar the White Lion on Great Eagle,0,0,0,,0,0,0,,,,0,1,10,70,0,1400,500,,110,[],wh2_main_hef_prince.png,1
605,"[""Sun Dragon's Breath"", 'Foe-Seeker', 'Heroic Killing Blow']",60,0,0,70,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Flying Monster,70,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",95,large,4407,4407,4.5,True,wh2_main_hef_cha_alastair_4,80,1800,325,0.71,50,3.8,135,0,0,,30,True,False,1.0,large,6,460,0,2050,Alastar the White Lion on Sun Dragon,0,0,0,,0,0,0,,,,0,1,10,65,0,2050,650,,95,[],wh2_main_hef_prince.png,1
606,"[""Star Dragon's Breath"", 'Foe-Seeker', 'Heroic Killing Blow']",60,0,0,80,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Flying Monster,50,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",80,large,6333,6333,4.5,True,wh2_main_hef_cha_alastair_5,80,2500,435,0.75,60,3.8,145,0,0,,45,True,False,1.0,large,8,580,0,2750,Alastar the White Lion on Star Dragon,0,0,0,,0,0,0,,,,0,1,10,65,0,2750,650,,80,[],wh2_main_hef_prince.png,1
607,"['Martial Prowess', 'Deadly Onslaught', 'Foe-Seeker', 'Stand Your Ground!']",30,0,0,80,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Sword Infantry,30,44,0,0,0,0,15,0,40,small,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",0,small,3051,3051,2.2,False,wh2_main_hef_cha_prince_0,80,500,140,0.35,60,4.0,260,0,0,,60,False,False,1.0,medium,5,400,55,850,Prince,0,0,0,,0,0,0,,,,0,1,10,36,0,850,213,,36,[],wh2_main_hef_prince.png,1
608,"['Martial Prowess', 'Deadly Onslaught', 'Foe-Seeker', 'Stand Your Ground!']",50,0,0,100,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Cavalry,50,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",0,large,3510,3510,2.0,True,wh2_main_hef_cha_prince_2,80,1000,140,0.35,60,4.0,260,0,0,,60,False,False,1.0,medium,5,400,35,1100,Prince on Barded Ithilmar Steed,0,0,0,,0,0,0,,,,0,1,10,78,0,1100,275,,78,[],wh2_main_hef_prince.png,1
609,"['Deadly Onslaught', 'Foe-Seeker', 'Stand Your Ground!']",80,0,0,60,"['Fear', 'Encourage']",,0.0,0,Lord,Flying Monster,80,100,150,0,0,0,15,0,100,large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",110,large,3642,3642,3.0,True,wh2_main_hef_cha_prince_3,80,1300,176,0.4,60,4.0,264,0,0,,50,False,False,1.0,large,5,440,0,1400,Prince on Great Eagle,0,0,0,,0,0,0,,,,0,1,10,70,0,1400,350,,110,[],wh2_main_hef_prince.png,1
610,"[""Sun Dragon's Breath"", 'Deadly Onslaught', 'Foe-Seeker', 'Stand Your Ground!']",60,0,0,70,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Flying Monster,65,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",95,large,4593,4593,4.5,True,wh2_main_hef_cha_prince_4,80,1800,325,0.71,50,3.8,135,0,0,,44,True,False,1.0,large,6,460,0,1900,Prince on Sun Dragon,0,0,0,,0,0,0,,,,0,1,10,65,0,1900,500,,95,[],wh2_main_hef_prince.png,1
611,"[""Star Dragon's Breath"", 'Deadly Onslaught', 'Foe-Seeker', 'Stand Your Ground!']",60,0,0,80,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Flying Monster,45,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",80,large,6333,6333,4.5,True,wh2_main_hef_cha_prince_5,80,2500,435,0.75,64,3.8,145,0,0,,58,True,False,1.0,large,8,580,0,2600,Prince on Star Dragon,0,0,0,,0,0,0,,,,0,1,10,65,0,2600,650,,80,[],wh2_main_hef_prince.png,1
612,"['Volley of High Arrows', 'Loose!', 'Martial Prowess', 'Foe-Seeker']",40,10,40,50,"['Encourage', 'Hide (Forest)', 'Fire While Moving']",8.0,1.0,150,Lord,Hybrid-Weapon Infantry,30,49,0,0,0,0,15,0,50,small,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",0,small,3051,3051,2.2,False,wh2_main_hef_cha_princess_0,80,400,140,0.35,65,4.0,260,0,0,,45,False,False,1.0,medium,5,400,0,850,Princess,1,180,80,0.3,190,0,0,,False,False,270,1,10,40,1,850,213,,40,[],wh2_main_hef_princess.png,1
613,"['Volley of High Arrows', 'Loose!', 'Martial Prowess', 'Foe-Seeker']",65,10,40,50,"['Encourage', 'Hide (Forest)', 'Fire While Moving']",8.0,1.0,150,Lord,Hybrid-Weapon Cavalry,50,110,0,0,0,0,15,0,70,medium,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",0,large,3510,3510,2.0,True,wh2_main_hef_cha_princess_1,80,600,140,0.35,65,4.0,260,0,0,,45,False,False,1.0,medium,5,400,0,1050,Princess on Elven Steed,1,180,80,0.3,190,0,0,,False,False,270,1,10,90,1,1050,263,,90,[],wh2_main_hef_princess.png,1
614,"['Volley of High Arrows', 'Loose!', 'Foe-Seeker']",80,10,40,50,"['Fear', 'Encourage', 'Fire While Moving']",8.0,1.0,150,Lord,Flying Monster,80,100,150,0,0,0,15,0,100,large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",110,large,3642,3642,3.0,True,wh2_main_hef_cha_princess_3,80,1300,176,0.4,65,4.0,264,0,0,,35,False,False,1.0,large,5,440,0,1400,Princess on Great Eagle,1,180,80,0.3,190,0,0,,False,False,270,1,10,70,1,1400,350,,110,[],wh2_main_hef_princess.png,1
615,"['Volley of High Arrows', 'Loose!', ""Moon Dragon's Breath"", 'Foe-Seeker']",60,10,40,60,"['Fear', 'Terror', 'Encourage', 'Fire While Moving']",8.0,1.0,150,Lord,Flying Monster,50,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",85,large,5583,5583,4.5,True,wh2_main_hef_cha_princess_4,80,2200,380,0.73,46,3.8,140,0,0,,48,True,False,1.0,large,8,520,0,2200,Princess on Moon Dragon,1,180,80,0.3,190,0,0,,False,False,270,1,10,65,1,2200,550,,85,[],wh2_main_hef_princess.png,1
616,"['Volley of High Arrows', 'Loose!', ""Star Dragon's Breath"", 'Foe-Seeker']",60,10,40,80,"['Fear', 'Terror', 'Encourage', 'Fire While Moving']",8.0,1.0,150,Lord,Flying Monster,45,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",80,large,6333,6333,4.5,True,wh2_main_hef_cha_princess_5,80,2500,435,0.75,60,3.8,145,0,0,,54,True,False,1.5,large,8,580,0,2600,Princess on Star Dragon,1,180,80,0.3,190,0,0,,False,False,270,1,10,65,1,2600,650,,80,[],wh2_main_hef_princess.png,1
617,"['Greater Arcane Conduit', 'Potion of Charoi', 'Bound Fiery Convocation', 'Martial Prowess']",30,0,0,15,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Wizard,15,44,0,0,0,0,15,0,40,small,0,0,,False,False,0,hef,"['High Elves', 'Order of Loremasters']",0,small,2766,2766,2.2,False,wh2_main_hef_cha_teclis_0,85,500,112,0.4,36,4.0,168,0,0,,28,False,False,1.0,medium,5,280,0,450,Teclis,0,0,0,,0,0,0,,,,0,1,10,36,0,1000,250,,36,"['Shield of Saphery', 'Wild Heart', 'Flock of Doom', 'Regrowth', 'The Enfeebling Foe', 'Kindleflame', 'Flaming Sword of Rhuin', 'Chain Lightning', 'Net of Amyntok']",wh2_main_hef_teclis.png,1
618,"['Greater Arcane Conduit', 'Potion of Charoi', 'Bound Fiery Convocation', 'Martial Prowess']",50,0,0,50,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Wizard,35,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,hef,"['High Elves', 'Order of Loremasters']",0,large,3138,3138,2.0,True,wh2_main_hef_cha_teclis_1,85,1000,112,0.4,36,4.0,168,0,0,,28,False,False,1.0,medium,5,280,0,700,Teclis on Barded Ithilmar Steed,0,0,0,,0,0,0,,,,0,1,10,78,0,1300,337,,78,"['Shield of Saphery', 'Wild Heart', 'Flock of Doom', 'Regrowth', 'The Enfeebling Foe', 'Kindleflame', 'Flaming Sword of Rhuin', 'Chain Lightning', 'Net of Amyntok']",wh2_main_hef_teclis.png,1
619,"['Feint & Riposte', 'Martial Mastery', 'Foe-Seeker', 'Stand Your Ground!']",30,0,0,125,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Sword Infantry,45,44,0,0,45,0,15,0,40,small,0,0,,False,False,0,hef,['High Elves'],0,small,3216,3216,2.2,False,wh2_main_hef_cha_tyrion_0,85,800,310,0.66,75,4.0,160,0,0,,60,False,False,1.0,medium,5,470,0,1400,Tyrion,0,0,0,,0,0,0,,,,0,1,10,36,0,1400,350,,36,[],wh2_main_hef_tyrion.png,1
620,"['Feint & Riposte', 'Martial Mastery', 'Foe-Seeker', 'Stand Your Ground!']",65,0,0,125,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Cavalry,90,114,0,0,45,0,15,0,70,medium,0,0,,False,False,0,hef,['High Elves'],0,large,3675,3675,2.0,True,wh2_main_hef_cha_tyrion_1,85,1300,310,0.66,75,4.0,160,0,0,,60,False,False,1.0,medium,5,470,0,1700,Tyrion on Malhandhir,0,0,0,,0,0,0,,,,0,1,10,95,0,1700,425,,95,[],wh2_main_hef_tyrion.png,1
