effect_bonus_value_ids_unit_sets_tables
0
bonus_value_id	effect	unit_set
melee_attack_mod	wh2_main_effect_skill_melee_attack_increase_skv_slaves_clanrats_stormvermin_rank7	skv_clanrats_slaves_stormvermin_rank7
melee_attack_mod	wh2_main_effect_skill_melee_attack_increase_skv_slaves_clanrats_stormvermin_rank7	skv_clanrats_slaves_stormvermin_rank7_ror
melee_attack_mod	wh2_main_effect_skill_melee_attack_increase_vmp_dire_wolves	vmp_wolves
melee_attack_mod	wh2_main_effect_skill_melee_attack_increase_vmp_fell_bats	vmp_bats
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	def_sisters_of_slaughter_rank7
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_def_beasts_witchelf_rank7
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_def_beasts_witchelf_ror
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_dlc10_def_mon_chill_of_sontar_ror_0
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_dlc14_def_medusa_rank7
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_dlc14_def_medusa_ror
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	def_sisters_of_slaughter_rank7
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_def_beasts_witchelf_rank7
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_def_beasts_witchelf_ror
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_dlc10_def_mon_chill_of_sontar_ror_0
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_dlc14_def_medusa_rank7
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_beasts_witchelfs_rank7	wh2_dlc14_def_medusa_ror
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_blackguard_executioner_coldones_rank7	wh2_def_blackguard_executioner_coldones_rank7
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_blackguard_executioner_coldones_rank7	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_blackguard_executioner_coldones_rank7	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_blackguard_executioner_coldones_rank7	wh2_def_blackguard_executioner_coldones_rank7
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_blackguard_executioner_coldones_rank7	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_blackguard_executioner_coldones_rank7	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_militia_boltthrower_rank7	wh2_def_militia_boltthrower_rank7
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_militia_boltthrower_rank7	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_militia_boltthrower_rank7	wh2_dlc10_def_inf_the_hellebronai_ror_0
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_militia_boltthrower_rank7	wh2_def_militia_boltthrower_rank7
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_militia_boltthrower_rank7	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_militia_boltthrower_rank7	wh2_dlc10_def_inf_the_hellebronai_ror_0
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	def_dragons
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	def_feral_manticore
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	def_harpies
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	def_hydra
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	def_kharibdyss
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	wh2_dlc14_def_medusa
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	def_dragons
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	def_feral_manticore
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	def_harpies
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	def_hydra
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	def_kharibdyss
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_def_monsters	wh2_dlc14_def_medusa
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_hef_eagle_chariot_reavers_rank7	hef_eagle_chariot_reavers_rank7
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_hef_eagle_chariot_reavers_rank7	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_hef_eagle_chariot_reavers_rank7	hef_eagle_chariot_reavers_rank7
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_hef_eagle_chariot_reavers_rank7	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_hef_spear_silver_swordmaster_lions_rank7	hef_spear_silver_swordmaster_lions_rank7
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_hef_spear_silver_swordmaster_lions_rank7	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_hef_spear_silver_swordmaster_lions_rank7	wh2_dlc10_hef_inf_the_silverpelts_ror_0
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_hef_spear_silver_swordmaster_lions_rank7	hef_spear_silver_swordmaster_lions_rank7
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_hef_spear_silver_swordmaster_lions_rank7	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_hef_spear_silver_swordmaster_lions_rank7	wh2_dlc10_hef_inf_the_silverpelts_ror_0
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_lzd_saurus_templeg_rank7	lzd_saurus_templeg_rank7
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_lzd_saurus_templeg_rank7	lzd_saurus_templeg_rank7_ror
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_lzd_saurus_templeg_rank7	lzd_saurus_templeg_rank7
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_lzd_saurus_templeg_rank7	lzd_saurus_templeg_rank7_ror
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_lzd_terradon_cold_one	lzd_coldones
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_lzd_terradon_cold_one	lzd_terradon_ripperdactyl
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_lzd_terradon_cold_one	lzd_coldones
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_lzd_terradon_cold_one	lzd_terradon_ripperdactyl
melee_damage_ap_mod_mult	wh2_main_effect_skill_melee_damage_increase_skv_ratogre_hellpit_doomwheel_rank7	skv_ratogres_hellpit_rank7
melee_damage_mod_mult	wh2_main_effect_skill_melee_damage_increase_skv_ratogre_hellpit_doomwheel_rank7	skv_ratogres_hellpit_rank7
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_brt_grail_knights_guardians	dlc07_brt_grail_knights_guardians
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_def_shade_darkriders_scourgerunners	def_darkriders
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_def_shade_darkriders_scourgerunners	def_doomfire_warlocks
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_def_shade_darkriders_scourgerunners	def_shades
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_def_shade_darkriders_scourgerunners	wh2_dlc14_def_scourgerunner_chariots
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_def_spears_swords_crossbow_corsair	def_corsairs
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_def_spears_swords_crossbow_corsair	def_spearmen
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_def_spears_swords_crossbow_corsair	def_swordmen
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_def_witchelf_blackguard_executioner	def_blackguard
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_def_witchelf_blackguard_executioner	def_executioners
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_def_witchelf_blackguard_executioner	def_sisters_of_slaughter
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_def_witchelf_blackguard_executioner	def_witchelves
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_hef_dragon_phoenix_related_rank7	hef_dragon_phoenix_related_rank7
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_hef_dragon_phoenix_related_rank7	wh2_dlc10_hef_cav_the_fireborn_ror_0
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_hef_dragon_phoenix_related_rank7	wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_hef_spear_silver_swordmaster_lions_rank7	hef_spear_silver_swordmaster_lions_rank7
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_hef_spear_silver_swordmaster_lions_rank7	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_hef_spear_silver_swordmaster_lions_rank7	wh2_dlc10_hef_inf_the_silverpelts_ror_0
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_hef_spears_seaguard_archers	hef_archers
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_hef_spears_seaguard_archers	hef_seaguard
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_hef_spears_seaguard_archers	hef_spearmen
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_hef_spears_seaguard_archers	wh2_dlc15_hef_rangers
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_hef_spears_seaguard_archers	wh2_dlc15_hef_silverin_guard
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_carnosaur_dread_saurian	lzd_carnosaur
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_carnosaur_dread_saurian	lzd_dread_saurians
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_coldones_terradons_rank7	lzd_terradon_coldones_rank7
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_coldones_terradons_rank7	lzd_terradon_coldones_rank7_ror
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_kroxigor_temple_guard	lzd_kroxigor
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_kroxigor_temple_guard	lzd_templeguard
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_skink_kroxigor_rank7	lzd_salamander_razordon_hunting_packs_rank7
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_skink_kroxigor_rank7	lzd_salamander_razordon_hunting_packs_rank7_ror
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_skink_kroxigor_rank7	lzd_skink_kroxigor_rank7
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_skink_kroxigor_rank7	lzd_skink_kroxigor_rank7_ror
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_stegadon_bastiladon	lzd_bastilidon
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_stegadon_bastiladon	lzd_salamander_ancients
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_lzd_stegadon_bastiladon	lzd_stegadon
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_skv_clanrats_rank7	skv_clanrats_slaves_stormvermin_rank7
melee_defence_mod	wh2_main_effect_skill_melee_defence_increase_skv_clanrats_rank7	skv_clanrats_slaves_stormvermin_rank7_ror
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_def_crossbow_boltthrower_corsair	def_boltthrowers
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_def_crossbow_boltthrower_corsair	def_corsairs
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_def_crossbow_boltthrower_corsair	def_crossbowmen
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_def_crossbow_boltthrower_corsair	def_boltthrowers
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_def_crossbow_boltthrower_corsair	def_corsairs
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_def_crossbow_boltthrower_corsair	def_crossbowmen
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_def_militia_boltthrower_rank7	wh2_def_militia_boltthrower_rank7
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_def_militia_boltthrower_rank7	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_def_militia_boltthrower_rank7	wh2_def_militia_boltthrower_rank7
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_def_militia_boltthrower_rank7	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	hef_archer_seaguard_rank7
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	hef_boltthrower_rank7
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	hef_shadow_warriors_rank7
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	hef_sisters_of_avelorn_rank7
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	wh2_dlc10_hef_inf_the_grey_ror_0
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	wh2_dlc10_hef_inf_the_storm_riders_ror_0
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	hef_archer_seaguard_rank7
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	hef_boltthrower_rank7
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	hef_shadow_warriors_rank7
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	hef_sisters_of_avelorn_rank7
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	wh2_dlc10_hef_inf_the_grey_ror_0
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_hef_archers_seaguard_sister_shadow_rank7	wh2_dlc10_hef_inf_the_storm_riders_ror_0
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_lzd_stegadon_bastiladon	lzd_bastilidon
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_lzd_stegadon_bastiladon	lzd_salamander_ancients
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_lzd_stegadon_bastiladon	lzd_stegadon
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_lzd_stegadon_bastiladon	lzd_bastilidon
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_lzd_stegadon_bastiladon	lzd_salamander_ancients
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_lzd_stegadon_bastiladon	lzd_stegadon
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_lzd_terradon	lzd_terradon
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_lzd_terradon	lzd_terradon
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_artillery_rank7	skv_artillery_warmachines_rank7
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_artillery_rank7	skv_artillery_warmachines_rank7_ror
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_artillery_rank7	skv_artillery_warmachines_rank7
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_artillery_rank7	skv_artillery_warmachines_rank7_ror
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_weaponteams_artillery_warmachines_rank7	skv_artillery_warmachines_rank7
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_weaponteams_artillery_warmachines_rank7	skv_artillery_warmachines_rank7_ror
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_weaponteams_artillery_warmachines_rank7	skv_weaponteams_rank7
missile_damage_ap_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_weaponteams_artillery_warmachines_rank7	skv_weaponteams_rank7_ror
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_weaponteams_artillery_warmachines_rank7	skv_artillery_warmachines_rank7
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_weaponteams_artillery_warmachines_rank7	skv_artillery_warmachines_rank7_ror
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_weaponteams_artillery_warmachines_rank7	skv_weaponteams_rank7
missile_damage_mod_mult	wh2_main_effect_skill_missile_damage_increase_skv_weaponteams_artillery_warmachines_rank7	skv_weaponteams_rank7_ror
range_mod	wh2_main_effect_skill_missile_range_increase_def_corsairs_shades_riders_rank7	wh2_def_corsairs_shades_riders_rank7
range_mod	wh2_main_effect_skill_missile_range_increase_def_corsairs_shades_riders_rank7	wh2_dlc10_def_cav_raven_heralds_ror_0
range_mod	wh2_main_effect_skill_missile_range_increase_def_corsairs_shades_riders_rank7	wh2_dlc14_def_scourgerunner_chariots_rank7
range_mod	wh2_main_effect_skill_missile_range_increase_def_corsairs_shades_riders_rank7	wh2_dlc14_def_scourgerunner_chariots_ror
range_mod	wh2_main_effect_skill_missile_range_increase_hef_archers_reavers_seaguard	hef_archers
range_mod	wh2_main_effect_skill_missile_range_increase_hef_archers_reavers_seaguard	hef_reavers
range_mod	wh2_main_effect_skill_missile_range_increase_hef_archers_reavers_seaguard	hef_seaguard
range_mod	wh2_main_effect_skill_missile_range_increase_hef_archers_seaguard_boltthrower_rank7	hef_archer_seaguard_boltthrower_rank7
range_mod	wh2_main_effect_skill_missile_range_increase_hef_archers_seaguard_boltthrower_rank7	wh2_dlc10_hef_inf_the_storm_riders_ror_0
range_mod	wh2_main_effect_skill_missile_range_increase_skv_runners_rank7	skv_runners_rank7
reload	wh2_main_effect_skill_missile_rate_of_fire_increase_crossbow_boltthrower_corsair	def_boltthrowers
reload	wh2_main_effect_skill_missile_rate_of_fire_increase_crossbow_boltthrower_corsair	def_corsairs
reload	wh2_main_effect_skill_missile_rate_of_fire_increase_crossbow_boltthrower_corsair	def_crossbowmen
reload	wh2_main_effect_skill_missile_rate_of_fire_increase_skv_runners_rank7	skv_runners_rank7
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_beasts_witchelfs_rank7	def_sisters_of_slaughter_rank7
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_beasts_witchelfs_rank7	wh2_def_beasts_witchelf_rank7
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_beasts_witchelfs_rank7	wh2_def_beasts_witchelf_ror
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_beasts_witchelfs_rank7	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_beasts_witchelfs_rank7	wh2_dlc10_def_mon_chill_of_sontar_ror_0
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_beasts_witchelfs_rank7	wh2_dlc14_def_medusa_rank7
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_beasts_witchelfs_rank7	wh2_dlc14_def_medusa_ror
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_corsairs_shades_riders_rank7	def_doomfire_warlocks_rank7
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_corsairs_shades_riders_rank7	wh2_def_corsairs_shades_riders_rank7
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_corsairs_shades_riders_rank7	wh2_dlc10_def_cav_raven_heralds_ror_0
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_corsairs_shades_riders_rank7	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_corsairs_shades_riders_rank7	wh2_dlc14_def_scourgerunner_chariots_rank7
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_corsairs_shades_riders_rank7	wh2_dlc14_def_scourgerunner_chariots_ror
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_harpy_hydra_dragon	def_dragons
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_harpy_hydra_dragon	def_harpies
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_harpy_hydra_dragon	def_hydra
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_def_harpy_hydra_dragon	def_kharibdyss
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_hef_eagle_chariot_reavers_rank7	hef_eagle_chariot_reavers_rank7
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_hef_eagle_chariot_reavers_rank7	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_lzd_terradon_cold_one	lzd_coldones
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_lzd_terradon_cold_one	lzd_terradon_ripperdactyl
mod_land_movement_battle	wh2_main_effect_skill_movement_speed_skv_melee_infantry_rank7	skv_melee_infantry_rank7
unit_fatigue_resistance_mod	wh2_main_effect_skill_unit_stat_fatigue_resistance_def_corsairs_shades_riders_rank7	wh2_def_corsairs_shades_riders_rank7
unit_fatigue_resistance_mod	wh2_main_effect_skill_unit_stat_fatigue_resistance_def_corsairs_shades_riders_rank7	wh2_dlc10_def_cav_raven_heralds_ror_0
unit_fatigue_resistance_mod	wh2_main_effect_skill_unit_stat_fatigue_resistance_hef_eagle_chariot_reavers_rank7	hef_eagle_chariot_reavers_rank7
unit_fatigue_resistance_mod	wh2_main_effect_skill_unit_stat_fatigue_resistance_hef_eagle_chariot_reavers_rank7	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
unit_fatigue_resistance_mod	wh2_main_effect_skill_unit_stat_fatigue_resistance_skv_runners_rank7	skv_runners_rank7
upkeep_mod	wh2_main_effect_skill_upkeep_cost_reduction_brt_knights_realm_questing_knights	dlc07_brt_knights_questing
upkeep_mod	wh2_main_effect_skill_upkeep_cost_reduction_brt_knights_realm_questing_knights	dlc07_brt_knights_realm
unit_damage_resistance_magic_mod	wh2_main_effect_skill_ward_save_magic_hef_archers_seaguard_boltthrower_rank7	hef_archer_seaguard_boltthrower_rank7
unit_damage_resistance_magic_mod	wh2_main_effect_skill_ward_save_magic_hef_archers_seaguard_boltthrower_rank7	wh2_dlc10_hef_inf_the_storm_riders_ror_0
unit_damage_resistance_magic_mod	wh2_main_effect_skill_ward_save_magic_lzd_saurus_templeguard_rank7	lzd_saurus_templeg_rank7
unit_damage_resistance_magic_mod	wh2_main_effect_skill_ward_save_magic_lzd_saurus_templeguard_rank7	lzd_saurus_templeg_rank7_ror
unit_damage_resistance_magic_mod	wh2_main_effect_skill_ward_save_magic_skv_weaponteams_artillery_warmachines_rank7	skv_artillery_warmachines_rank7
unit_damage_resistance_magic_mod	wh2_main_effect_skill_ward_save_magic_skv_weaponteams_artillery_warmachines_rank7	skv_artillery_warmachines_rank7_ror
unit_damage_resistance_magic_mod	wh2_main_effect_skill_ward_save_magic_skv_weaponteams_artillery_warmachines_rank7	skv_weaponteams_rank7
unit_damage_resistance_magic_mod	wh2_main_effect_skill_ward_save_magic_skv_weaponteams_artillery_warmachines_rank7	skv_weaponteams_rank7_ror
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_def_militia_boltthrower_rank7	wh2_def_militia_boltthrower_rank7
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_def_militia_boltthrower_rank7	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_def_militia_boltthrower_rank7	wh2_dlc10_def_inf_the_hellebronai_ror_0
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_hef_archers_seaguard_boltthrower_sister_shadow_rank7	hef_archer_seaguard_boltthrower_rank7
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_hef_archers_seaguard_boltthrower_sister_shadow_rank7	hef_shadow_warriors_rank7
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_hef_archers_seaguard_boltthrower_sister_shadow_rank7	hef_sisters_of_avelorn_rank7
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_hef_archers_seaguard_boltthrower_sister_shadow_rank7	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_hef_archers_seaguard_boltthrower_sister_shadow_rank7	wh2_dlc10_hef_inf_the_grey_ror_0
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_hef_archers_seaguard_boltthrower_sister_shadow_rank7	wh2_dlc10_hef_inf_the_storm_riders_ror_0
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_hef_eagle_chariot_reavers_rank7	hef_eagle_chariot_reavers_rank7
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_hef_eagle_chariot_reavers_rank7	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
unit_damage_resistance_missile_mod	wh2_main_effect_skill_ward_save_missile_lzd_coldones_terradons_rank7	lzd_terradon_coldones_rank7
