ancillary_to_effects_tables
0
ancillary	effect	effect_scope	value
wh2_main_anc_weapon_blade_of_revered_tzunki	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_blade_of_revered_tzunki	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	55
wh2_main_anc_weapon_blade_of_revered_tzunki	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	8
wh2_main_anc_weapon_blade_of_ruin	wh2_dlc10_effect_character_stat_sundering_attacks	character_to_character_own	1
wh2_main_anc_weapon_blade_of_ruin	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	70
wh2_main_anc_weapon_blade_of_sea_gold	wh2_main_effect_character_stat_mod_melee_damage_add	character_to_character_own	-10
wh2_main_anc_weapon_blade_of_sea_gold	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	100
wh2_main_anc_weapon_blade_of_sea_gold	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	45
wh2_main_anc_weapon_bow_of_the_seafarer	wh2_main_effect_ability_enable_bow_of_the_seafarer	character_to_character_own	1
wh2_main_anc_weapon_bow_of_the_seafarer	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	10
wh2_main_anc_weapon_burning_blade_of_chotec	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1
wh2_main_anc_weapon_burning_blade_of_chotec	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	7
wh2_main_anc_weapon_caledors_bane	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	12
wh2_main_anc_weapon_caledors_bane	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	15
wh2_main_anc_weapon_chillblade	wh2_main_effect_ability_enable_chillblade	character_to_character_own	1
wh2_main_anc_weapon_chillblade	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_chillblade	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	4
wh2_main_anc_weapon_chillblade	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	5
wh2_main_anc_weapon_cobra_mace_of_mazdamundi	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	50
wh2_main_anc_weapon_cobra_mace_of_mazdamundi	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_weapon_cobra_mace_of_mazdamundi	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	15
wh2_main_anc_weapon_cobra_mace_of_mazdamundi	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	12
wh2_main_anc_weapon_cobra_mace_of_mazdamundi	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	5
wh2_main_anc_weapon_crimson_death	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_crimson_death	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10
wh2_main_anc_weapon_dagger_of_hotek	wh2_main_effect_character_stat_mod_melee_damage_add	character_to_character_own	12
wh2_main_anc_weapon_dagger_of_hotek	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_dagger_of_hotek	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh2_main_anc_weapon_dagger_of_sotek	wh2_main_effect_force_army_battle_enemy_unit_morale_skaven	general_to_force_enemy_regionwide	-6
wh2_main_anc_weapon_dagger_of_sotek	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_dagger_of_sotek	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	4
wh2_main_anc_weapon_deathpiercer	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	5
wh2_main_anc_weapon_deathpiercer	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	10
wh2_main_anc_weapon_destroyer	wh2_main_effect_ability_enable_destroyer	character_to_character_own	1
wh2_main_anc_weapon_destroyer	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1
wh2_main_anc_weapon_destroyer	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	50
wh2_main_anc_weapon_destroyer	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	12
wh2_main_anc_weapon_destroyer	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	12
wh2_main_anc_weapon_dwarf_gouger	wh2_main_effect_ability_enable_dwarf_gouger	character_to_character_own	1
wh2_main_anc_weapon_dwarf_gouger	wh2_main_effect_character_stat_mod_melee_damage_versus_dwarfs	character_to_character_own	20
wh2_main_anc_weapon_dwarf_gouger	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	10
wh2_main_anc_weapon_dwarf_gouger	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	-10
wh2_main_anc_weapon_dwarfbane	wh2_main_effect_character_stat_mod_ap_damage_versus_dwarfs	character_to_character_own	5
wh2_main_anc_weapon_dwarfbane	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	8
wh2_main_anc_weapon_executioners_axe	wh2_dlc10_effect_character_stat_sundering_attacks	character_to_character_own	1
wh2_main_anc_weapon_executioners_axe	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	-5
wh2_main_anc_weapon_executioners_axe	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	20
wh2_main_anc_weapon_foe_bane	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	8
wh2_main_anc_weapon_heartrender_and_the_darksword	wh2_main_effect_ability_enable_heartrender_and_the_darksword	character_to_character_own	1
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	30
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_public_order_characters	character_to_province_own	5
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	5
wh2_main_anc_weapon_heartseeker	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_heartseeker	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	6
wh2_main_anc_weapon_hydra_blade	wh2_main_effect_ability_enable_hydra_blade	character_to_character_own	1
wh2_main_anc_weapon_hydra_blade	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	7
wh2_main_anc_weapon_mechanical_claw	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	40
wh2_main_anc_weapon_mechanical_claw	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	16
wh2_main_anc_weapon_reaver_bow	wh2_main_effect_ability_enable_reaver_bow	character_to_character_own	1
wh2_main_anc_weapon_reaver_bow	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	10
wh2_main_anc_weapon_revered_spear_of_tlanxla	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_revered_spear_of_tlanxla	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	12
wh2_main_anc_weapon_revered_spear_of_tlanxla	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	30
wh2_main_anc_weapon_revered_spear_of_tlanxla	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	7
wh2_main_anc_weapon_revered_spear_of_tlanxla	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	12
wh2_main_anc_weapon_revered_spear_of_tlanxla	wh_main_effect_public_order_characters	character_to_province_own_factionwide	3
wh2_main_anc_weapon_righteous_wrath	wh2_main_effect_general_ability_mod_cooldown_deadly_onslaught	character_to_character_own	-50
wh2_main_anc_weapon_righteous_wrath	wh_main_effect_ability_enable_deadly_onslaught	character_to_character_own	1
wh2_main_anc_weapon_righteous_wrath	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	5
wh2_main_anc_weapon_righteous_wrath	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	6
wh2_main_anc_weapon_rod_of_corruption	wh2_main_effect_ability_enable_rod_of_corruption	character_to_character_own	1
wh2_main_anc_weapon_rod_of_corruption	wh2_main_effect_agent_cap_increase_skv_plague_priest	character_to_faction_unseen	1
wh2_main_anc_weapon_rod_of_corruption	wh2_main_effect_magic_plague_reduce_wom_cost_wither	character_to_character_own	-2
wh2_main_anc_weapon_rod_of_corruption	wh2_main_effect_magic_plague_reduce_wom_cost_wither_upgraded	character_to_character_own	-2
wh2_main_anc_weapon_rod_of_corruption	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	6
wh2_main_anc_weapon_rod_of_corruption	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10
wh2_main_anc_weapon_scimitar_of_the_sun_resplendent	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	12
wh2_main_anc_weapon_scimitar_of_the_sun_resplendent	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	8
wh2_main_anc_weapon_sea_gold_parrying_blade	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	5
wh2_main_anc_weapon_sea_gold_parrying_blade	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	10
wh2_main_anc_weapon_stegadon_war_spear	wh2_main_effect_character_stat_mod_melee_attack_ancient_stegadon	character_to_character_own	4
wh2_main_anc_weapon_stegadon_war_spear	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	30
wh2_main_anc_weapon_stegadon_war_spear	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh2_main_anc_weapon_sunfang	wh2_main_effect_ability_enable_sunfang	character_to_character_own	1
wh2_main_anc_weapon_sunfang	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1
wh2_main_anc_weapon_sunfang	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_sunfang	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	30
wh2_main_anc_weapon_sunfang	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10
wh2_main_anc_weapon_sunfang	wh_main_effect_public_order_characters	character_to_province_own_factionwide	3
wh2_main_anc_weapon_sword_of_teclis	wh2_main_effect_ability_enable_sword_of_teclis	character_to_character_own	1
wh2_main_anc_weapon_sword_of_teclis	wh2_main_effect_magic_heavens_reduce_wom_cost_chain_lightning	character_to_character_own	-3
wh2_main_anc_weapon_sword_of_teclis	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_sword_of_teclis	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	40
wh2_main_anc_weapon_sword_of_teclis	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	10
wh2_main_anc_weapon_sword_of_teclis	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	20
wh2_main_anc_weapon_sword_of_teclis	wh_main_effect_force_all_campaign_upkeep	general_to_force_own	-5
wh2_main_anc_weapon_sword_of_the_hornet	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	6
wh2_main_anc_weapon_sword_of_the_hornet	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	4
wh2_main_anc_weapon_the_blade_of_realities	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_the_blade_of_realities	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	60
wh2_main_anc_weapon_the_blade_of_realities	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	8
wh2_main_anc_weapon_the_fellblade	wh2_main_effect_character_stat_mod_melee_damage_versus_vampire_counts	character_to_character_own	10
wh2_main_anc_weapon_the_fellblade	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_the_fellblade	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	20
wh2_main_anc_weapon_the_fellblade	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	7
wh2_main_anc_weapon_the_piranha_blade	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_the_piranha_blade	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	20
wh2_main_anc_weapon_the_piranha_blade	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	15
wh2_main_anc_weapon_the_star_lance	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_the_star_lance	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	10
wh2_main_anc_weapon_the_star_lance	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	15
wh2_main_anc_weapon_the_star_lance	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	4
wh2_main_anc_weapon_the_white_sword	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	10
wh2_main_anc_weapon_the_white_sword	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	6
wh2_main_anc_weapon_venom_sword	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_weapon_venom_sword	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	6
wh2_main_anc_weapon_venom_sword	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	6
wh2_main_anc_weapon_warlock_augmented_weapon	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_warlock_augmented_weapon	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	4
wh2_main_anc_weapon_warlock_augmented_weapon	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	6
wh2_main_anc_weapon_warpforged_blade	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_warpforged_blade	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	20
wh2_main_anc_weapon_warpforged_blade	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_main_anc_weapon_web_of_shadows	wh2_main_effect_ability_enable_web_of_shadows	character_to_character_own	1
wh2_main_anc_weapon_web_of_shadows	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_weeping_blade	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_weapon_weeping_blade	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	35
wh2_main_anc_weapon_winged_staff	wh2_main_effect_ability_enable_winged_staff	character_to_character_own	1
wh2_main_anc_weapon_winged_staff	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	4
wh2_main_anc_weapon_wrath_of_kurnous	wh_dlc05_effect_ability_enable_arrow_of_kurnous	character_to_character_own	1
wh2_main_anc_weapon_wrath_of_kurnous	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	10
wh2_pro08_anc_weapon_felix_sword	wh2_pro08_effect_ability_enable_felix_sword_protection	character_to_character_own	1
wh2_pro08_anc_weapon_felix_sword	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_pro08_anc_weapon_felix_sword	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_pro08_anc_weapon_gotrek_axe	wh2_pro08_effect_ability_enable_gotrek_axe	character_to_character_own	1
wh2_pro08_anc_weapon_gotrek_axe	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_pro08_anc_weapon_gotrek_axe	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	13
wh2_pro08_anc_weapon_gotrek_axe	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_twa01_anc_mount_grn_goblin_great_shaman_spider_shrine	wh2_dlc12_effect_magic_cooldown_all_lores	character_to_character_own	-10
wh2_twa01_anc_mount_grn_goblin_great_shaman_spider_shrine	wh2_dlc14_effect_magic_cost_all_lores_percentage	character_to_character_own	-25
wh_dlc01_anc_follower_chaos_barbarian	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	6
wh_dlc01_anc_follower_chaos_beast_tamer	wh_main_effect_force_army_campaign_experience_base_war_beasts	general_to_force_own	1
wh_dlc01_anc_follower_chaos_collector	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	6
wh_dlc01_anc_follower_chaos_cultist	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	1
wh_dlc01_anc_follower_chaos_darksoul	wh_main_effect_hordebuilding_growth_characters	general_to_force_own	2
wh_dlc01_anc_follower_chaos_demagogue	wh_main_effect_horde_building_gdp_mod_all	general_to_force_own	4
wh_dlc01_anc_follower_chaos_huscarl	wh_main_effect_agent_movement_range_mod	character_to_character_own	5
wh_dlc01_anc_follower_chaos_kurgan_chieftain	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	10
wh_dlc01_anc_follower_chaos_magister	wh_main_effect_force_building_cost_mod	general_to_force_own	-8
wh_dlc01_anc_follower_chaos_mutant	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	-4
wh_dlc01_anc_follower_chaos_oar_slave	wh_main_effect_force_navy_battle_unit_melee_attack_sea_attack	general_to_force_own	8
wh_dlc01_anc_follower_chaos_possessed	wh_main_effect_technology_research_points	character_to_faction	10
wh_dlc01_anc_follower_chaos_slave_master	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	-2
wh_dlc01_anc_follower_chaos_zealot	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	1
wh_dlc03_anc_arcane_item_hagtree_fetish	wh_dlc03_effect_ability_enable_hagtree_fetish	character_to_character_own	1
wh_dlc03_anc_arcane_item_jagged_dagger	wh_dlc03_effect_ability_enable_jagged_dagger	character_to_character_own	1
wh_dlc03_anc_arcane_item_skull_of_rarkos	wh2_main_effect_character_stat_mod_ward_save_magic_enemy	region_to_force_enemy	-20
wh_dlc03_anc_arcane_item_skull_of_rarkos	wh_dlc03_effect_ability_enable_skull_of_rarkos	character_to_character_own	1
wh_dlc03_anc_arcane_item_staff_of_darkoth	wh2_main_effect_character_stat_mod_ward_save_magic_enemy	region_to_force_enemy	-20
wh_dlc03_anc_arcane_item_staff_of_darkoth	wh_dlc03_effect_ability_enable_bound_viletide	character_to_character_own	1
wh_dlc03_anc_armour_blackened_plate	wh_dlc03_effect_ability_enable_blackend_plate	character_to_character_own	1
wh_dlc03_anc_armour_blackened_plate	wh_main_effect_character_stat_mod_armour	character_to_character_own	5
wh_dlc03_anc_armour_pelt_of_the_shadowgave	wh_main_effect_character_stat_mod_armour	character_to_character_own	5
wh_dlc03_anc_armour_pelt_of_the_shadowgave	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	13
wh_dlc03_anc_armour_ramhorn_helm	wh_main_effect_character_stat_mod_armour	character_to_character_own	5
wh_dlc03_anc_armour_ramhorn_helm	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	3
wh_dlc03_anc_armour_the_dark_mail	wh_dlc03_effect_ability_enable_the_dark_mail	character_to_character_own	1
wh_dlc03_anc_armour_the_dark_mail	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh_dlc03_anc_armour_the_dark_mail	wh_main_effect_character_stat_mod_armour	character_to_character_own	10
wh_dlc03_anc_armour_the_dark_mail	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	20
wh_dlc03_anc_armour_trollhide	wh_dlc03_effect_ability_enable_trollhide	character_to_character_own	1
wh_dlc03_anc_armour_trollhide	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	8
wh_dlc03_anc_armour_trollhide	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10
wh_dlc03_anc_enchanted_item_horn_of_the_first_beast	wh_dlc03_effect_ability_enable_horn_of_the_first_beast	character_to_character_own	1
wh_dlc03_anc_enchanted_item_horn_of_the_first_beast	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	10
wh_dlc03_anc_enchanted_item_shard_of_the_herdstone	wh_dlc03_effect_ability_enable_shard_of_the_herdstone	character_to_character_own	1
wh_dlc03_anc_enchanted_item_shard_of_the_herdstone	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-15
wh_dlc03_anc_enchanted_item_shard_of_the_herdstone	wh_main_effect_military_force_winds_of_magic_starting_mod	character_to_force_own_unseen	10
wh_dlc03_anc_follower_beastmen_bray_shamans_familiar	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	8
wh_dlc03_anc_follower_beastmen_chieftains_pet	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-3
wh_dlc03_anc_follower_beastmen_doe	wh_main_effect_hordebuilding_growth_characters	general_to_force_own	2
wh_dlc03_anc_follower_beastmen_flayer	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	12
wh_dlc03_anc_follower_beastmen_flying_spy	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	8
wh_dlc03_anc_follower_beastmen_herdstone_keeper	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	1
wh_dlc03_anc_follower_beastmen_mannish_thrall	wh_main_effect_force_unit_stat_morale_versus_men	agent_to_parent_army_own	4
wh_dlc03_anc_follower_beastmen_pox_carrier	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh_dlc03_anc_follower_beastmen_spawn_wrangler	wh_main_effect_tech_recruitment_cost_reduction_chaos_spawn	general_to_force_own	-8
wh_dlc03_anc_follower_beastmen_ungor_whelp	wh_dlc03_effect_bloodlust_modifier_characters	general_to_force_own	1
wh_dlc03_anc_talisman_chalice_of_dark_rain	wh_dlc03_effect_ability_enable_chalice_of_dark_rain	character_to_character_own	1
wh_dlc03_anc_talisman_chalice_of_dark_rain	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	10
wh_dlc03_anc_talisman_icon_of_vilification	wh_dlc03_effect_ability_enable_icon_of_vilification	character_to_character_own	1
wh_dlc03_anc_talisman_icon_of_vilification	wh_dlc03_effect_agent_recruitment_cost_mod_wizard_beastmen	general_to_force_own	-12
wh_dlc03_anc_talisman_icon_of_vilification	wh_dlc03_effect_agent_recruitment_xp_wizard_beastmen	general_to_force_own	1
wh_dlc03_anc_talisman_icon_of_vilification	wh_main_effect_force_all_campaign_upkeep	general_to_force_own	-5
wh_dlc03_anc_talisman_icon_of_vilification	wh_main_effect_hordebuilding_growth_characters	general_to_force_own	5
wh_dlc03_anc_weapon_axe_of_men	wh2_dlc10_effect_character_stat_sundering_attacks	character_to_character_own	1
wh_dlc03_anc_weapon_axe_of_men	wh2_main_effect_armour_piercing_damage	character_to_character_own	15
wh_dlc03_anc_weapon_axe_of_men	wh_dlc03_effect_ability_enable_axe_of_men	character_to_character_own	1
wh_dlc03_anc_weapon_axes_of_khorgor	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh_dlc03_anc_weapon_axes_of_khorgor	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	7
wh_dlc03_anc_weapon_everbleed	wh_dlc03_effect_ability_enable_everbleed	character_to_character_own	1
wh_dlc03_anc_weapon_everbleed	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh_dlc03_anc_weapon_hunting_spear	wh_dlc03_effect_ability_enable_bound_amber_spear	character_to_character_own	1
wh_dlc03_anc_weapon_hunting_spear	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	8
wh_dlc03_anc_weapon_mangelder	wh_dlc03_effect_ability_enable_mangelder	character_to_character_own	1
wh_dlc03_anc_weapon_mangelder	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh_dlc03_anc_weapon_mangelder	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	8
wh_dlc03_anc_weapon_primeval_club	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh_dlc03_anc_weapon_primeval_club	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	30
wh_dlc03_anc_weapon_primeval_club	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	13
wh_dlc03_anc_weapon_scourge	wh_dlc03_effect_ability_enable_scourge	character_to_character_own	1
wh_dlc03_anc_weapon_scourge	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh_dlc03_anc_weapon_scourge	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10
wh_dlc03_anc_weapon_scourge	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	10
wh_dlc03_anc_weapon_scourge	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	-10
wh_dlc03_anc_weapon_scourge	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	5
wh_dlc03_anc_weapon_stonecrusher_mace	wh2_main_effect_armour_piercing_damage	character_to_character_own	70
wh_dlc03_anc_weapon_stonecrusher_mace	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	12
wh_dlc03_anc_weapon_the_brass_cleaver	wh_dlc03_effect_ability_enable_the_brass_cleaver	character_to_character_own	1
wh_dlc03_anc_weapon_the_brass_cleaver	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	4
wh_dlc03_anc_weapon_the_steel_claws	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	7
wh_dlc03_anc_weapon_the_steel_claws	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	7
wh_dlc04_anc_arcane_item_the_liber_noctus	wh2_main_effect_magic_vampires_reduce_wom_cost_wind_of_death	character_to_character_own	-4
wh_dlc04_anc_arcane_item_the_liber_noctus	wh2_main_effect_magic_vampires_reduce_wom_cost_wind_of_death_upgraded	character_to_character_own	-4
wh_dlc04_anc_arcane_item_the_liber_noctus	wh_dlc04_effect_ability_enable_the_liber_noctus	character_to_character_own	1
wh_dlc04_anc_arcane_item_the_liber_noctus	wh_main_effect_agent_recruitment_xp_wizard_vampire_counts	character_to_province_own_factionwide	5
wh_dlc04_anc_arcane_item_the_liber_noctus	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	10
wh_dlc04_anc_arcane_item_the_liber_noctus	wh_main_effect_religion_conversion_undeath	character_to_character_own_provincetext	5
wh_dlc04_anc_talisman_jade_griffon	wh_dlc04_effect_ability_enable_jade_griffon	character_to_character_own	1
wh_dlc04_anc_talisman_jade_griffon	wh_main_effect_agent_recruitment_xp_dignitary_empire	character_to_province_own_factionwide	5
wh_dlc04_anc_talisman_jade_griffon	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh_dlc04_anc_talisman_jade_griffon	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	20
wh_dlc04_anc_talisman_jade_griffon	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	5
wh_dlc04_anc_talisman_the_carstein_ring	wh_dlc04_effect_ability_enable_the_carstein_ring	character_to_character_own	1
wh_dlc04_anc_talisman_the_carstein_ring	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh_dlc04_anc_talisman_the_carstein_ring	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh_dlc04_anc_talisman_the_carstein_ring	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	20
wh_dlc04_anc_talisman_the_carstein_ring	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-3
wh_dlc04_anc_talisman_the_carstein_ring	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	5
wh_dlc04_anc_weapon_blood_drinker	wh_dlc04_effect_ability_enable_blood_drinker	character_to_character_own	1
wh_dlc04_anc_weapon_blood_drinker	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh_dlc04_anc_weapon_blood_drinker	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
